SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE,dividend_amount
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 20.70/- Per Share (Purpose Revised),10,03-Mar-15,04-Mar-15,-,-,20.7
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 27.40/- Per Share (Purpose Revised),10,14-Mar-16,15-Mar-16,-,-,27.4
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 18.75/- Per Share (Purpose Revised),10,14-Mar-17,15-Mar-17,-,-,18.75
COALINDIA,Coal India Limited,EQ, Interim Dividend Rs 1.15 Per Share (Purpose Revised),10,27-Mar-17,29-Mar-17,-,-,1.15
COALINDIA,Coal India Limited,EQ, Interim Dividend Rs 16.50 Per Share (Purpose And Date Revised),10,16-Mar-18,19-Mar-18,-,-,16.5
COALINDIA,Coal India Limited,EQ, Interim Dividend-Rs 7.25 Per Share,10,28-Dec-18,31-Dec-18,-,-,7.25
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 5.85 Per Share,10,22-Mar-19,25-Mar-19,-,-,5.85
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 12 Per Share,10,19-Mar-20,20-Mar-20,-,-,12
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 7.50 Per Share,10,19-Nov-20,20-Nov-20,-,-,7.5
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 5 Per Share,10,15-Mar-21,16-Mar-21,-,-,5
COALINDIA,Coal India Limited,EQ, Dividend - Rs 3.50 Per Share,10,02-Sep-21,03-Sep-21,-,-,3.5
COALINDIA,Coal India Limited,EQ, Interim Dividend - Rs 9 Per Sh,10,06-Dec-21,07-Dec-21,-,-,9
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5 Per Share,10,21-Feb-22,22-Feb-22,-,-,5
COALINDIA,Coal India Limited,EQ,Dividend - Rs 3 Per Share,10,11-Aug-22,12-Aug-22,-,-,3
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 15 Per Share,10,15-Nov-22,16-Nov-22,-,-,15
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5.25 Per Share,10,08-Feb-23,08-Feb-23,-,-,5.25
COALINDIA,Coal India Limited,EQ,Dividend - Rs 4 Per Share,10,18-Aug-23,18-Aug-23,-,-,4
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 15.25 Per Share,10,21-Nov-23,21-Nov-23,-,-,15.25
COALINDIA,Coal India Limited,EQ,Interim Dividend - Rs 5.25 Per Share,10,20-Feb-24,20-Feb-24,-,-,5.25
COALINDIA,Coal India Limited,EQ,Dividend - Rs 5 Per Share,10,16-Aug-24,16-Aug-24,-,-,5
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-Rs.5/- Per Share,5,07-Jul-05,-,11-Jul-05,15-Jul-05,5
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-100%,5,07-Jul-06,-,11-Jul-06,14-Jul-06,5
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Dividend-75%,5,06-Jul-07,-,10-Jul-07,14-Jul-07,3.75
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Agm/Dividend - 75%,5,04-Jul-08,-,08-Jul-08,12-Jul-08,3.75
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Final Dividend Rs.11.25 Per Share,5,02-Jul-10,-,06-Jul-10,10-Jul-10,11.25
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend Rs.11.25 Per Share,5,30-Jun-11,-,05-Jul-11,09-Jul-11,11.25
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend - Rs.13.75 Per Share,5,28-Jun-12,-,03-Jul-12,06-Jul-12,13.75
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting And Dividend Rs.15/- Per Share,5,12-Jul-13,-,16-Jul-13,19-Jul-13,15
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting / Final Dividend - Rs 18/- Per Share,5,11-Jul-14,-,15-Jul-14,18-Jul-14,18
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend Rs 20/- Per Share,5,10-Jul-15,-,14-Jul-15,17-Jul-15,20
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/ Dividend - Rs 20/- Per Share,5,18-Jul-16,-,20-Jul-16,22-Jul-16,20
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 20/- Per Share,5,17-Jul-17,-,19-Jul-17,21-Jul-17,20
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend- Rs 20 Per Share,5,16-Jul-18,-,18-Jul-18,20-Jul-18,20
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 20 Per Share,5,15-Jul-19,-,17-Jul-19,19-Jul-19,20
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,5,13-Jul-20,-,15-Jul-20,17-Jul-20,25
DRREDDY,Dr. Reddy's Laboratories Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,5,09-Jul-21,-,13-Jul-21,15-Jul-21,25
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 30 Per Share,5,11-Jul-22,-,13-Jul-22,15-Jul-22,30
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,5,11-Jul-23,-,12-Jul-23,14-Jul-23,40
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,5,16-Jul-24,-,17-Jul-24,19-Jul-24,40
EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend-40%,1,05-Aug-05,-,09-Aug-05,17-Aug-05,0.4
EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend-40%,1,22-Jun-06,-,26-Jun-06,05-Jul-06,0.4
EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend - 50%,1,26-May-08,-,28-May-08,04-Jun-08,0.5
EICHERMOT,Eicher Motors Limited,EQ,Agm/Dividend - 50%,1,20-May-09,-,22-May-09,29-May-09,0.5
EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.7/- Per Share,1,05-Mar-10,-,09-Mar-10,15-Mar-10,7
EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.11/- Per Share,1,08-Mar-11,-,10-Mar-11,18-Mar-11,11
EICHERMOT,Eicher Motors Limited,EQ,Dividend-Rs.16 Per Share,1,13-Mar-12,-,15-Mar-12,22-Mar-12,16
EICHERMOT,Eicher Motors Limited,EQ,Annual General Meeting/Dividend Rs 20 Per Share,1,13-Mar-13,-,15-Mar-13,22-Mar-13,20
EICHERMOT,Eicher Motors Limited,EQ,Annual General Meeting/Dividend Rs 30/- Per Share,1,12-Mar-14,-,14-Mar-14,21-Mar-14,30
EICHERMOT,Eicher Motors Limited,EQ,Annual General Meeting / Dividend - Rs 50/- Per Share (Agm And Book Closure Dates Revised),1,11-Mar-15,-,13-Mar-15,20-Mar-15,50
EICHERMOT,Eicher Motors Limited,EQ, Interim Dividend - Rs 100/- Per Share,1,22-Mar-16,23-Mar-16,-,-,100
EICHERMOT,Eicher Motors Limited,EQ, Annual General Meeting/Dividend - Rs 100/- Per Share,1,31-Jul-17,-,02-Aug-17,08-Aug-17,100
EICHERMOT,Eicher Motors Limited,EQ, Annual General Meeting / Dividend- Rs 110 Per Share,1,02-Aug-18,-,04-Aug-18,10-Aug-18,110
EICHERMOT,Eicher Motors Limited,EQ, Annual General Meeting/ Dividend - Rs 125 Per Share,1,24-Jul-19,-,26-Jul-19,01-Aug-19,125
EICHERMOT,Eicher Motors Limited,EQ, Interim Dividend - Rs 125 Per Share,1,19-Mar-20,21-Mar-20,-,-,125
EICHERMOT,Eicher Motors Limited,EQ, Annual General Meeting/Dividend - Rs 17 Per Share,1,09-Aug-21,-,11-Aug-21,17-Aug-21,17
EICHERMOT,Eicher Motors Limited,EQ,Annual General Meeting/Dividend - Rs 21 Per Share,1,12-Aug-22,-,18-Aug-22,24-Aug-22,21
EICHERMOT,Eicher Motors Limited,EQ,Annual General Meeting/Dividend - Rs  37 Per Share,1,14-Aug-23,-,17-Aug-23,23-Aug-23,37
EICHERMOT,Eicher Motors Limited,EQ,Dividend - Rs 51 Per Share,1,07-Aug-24,07-Aug-24,-,-,51
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.16 Per Share,2,29-Jun-05,-,01-Jul-05,09-Jul-05,16
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.20/- Per Sh,2,09-Aug-06,-,11-Aug-06,25-Aug-06,20
GRASIM,Grasim Industries Limited,EQ,Interim Dividend-275%    Purpose Revised,2,15-Mar-07,19-Mar-07,-,-,5.5
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.30/- Pr Share,2,22-Jul-08,-,24-Jul-08,02-Aug-08,30
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.30/- Pr Share,2,24-Jul-09,-,28-Jul-09,08-Aug-09,30
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.30/- Per Share,2,10-Aug-10,-,12-Aug-10,20-Aug-10,30
GRASIM,Grasim Industries Limited,EQ,Dividend-Rs.20/- Per Share,2,06-Sep-11,-,08-Sep-11,17-Sep-11,20
GRASIM,Grasim Industries Limited,EQ,Annual General Meeting/ Dividend Rs 22.50 Per Share,2,27-Aug-12,-,29-Aug-12,07-Sep-12,22.5
GRASIM,Grasim Industries Limited,EQ,Annual General Meeting / Dividend - Rs 22.50/- Per Share,2,31-Jul-13,-,02-Aug-13,17-Aug-13,22.5
GRASIM,Grasim Industries Limited,EQ,Dividend - Rs 21/- Per Share,2,20-Aug-14,-,22-Aug-14,06-Sep-14,21
GRASIM,Grasim Industries Limited,EQ, Annual General Meeting / Dividend Rs 18/- Per Share,2,03-Sep-15,-,05-Sep-15,19-Sep-15,18
GRASIM,Grasim Industries Limited,EQ, Dividend - Rs 22.50 Per Share,2,07-Sep-16,-,09-Sep-16,23-Sep-16,22.5
GRASIM,Grasim Industries Limited,EQ, Annual General Meeting/Dividend - Rs 5.50 Per Share,2,08-Sep-17,-,12-Sep-17,22-Sep-17,5.5
GRASIM,Grasim Industries Limited,EQ, Dividend Rs 6.20 Per Share,2,31-Aug-18,-,04-Sep-18,14-Sep-18,6.2
GRASIM,Grasim Industries Limited,EQ, Annual General Meeting/Dividend - Rs 7 Per Sh,2,08-Aug-19,-,13-Aug-19,23-Aug-19,7
GRASIM,Grasim Industries Limited,EQ, Dividend - Rs 4 Per Share,2,26-Aug-20,-,28-Aug-20,14-Sep-20,4
GRASIM,Grasim Industries Limited,EQ, Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,2,12-Aug-21,-,14-Aug-21,27-Aug-21,5
GRASIM,Grasim Industries Limited,EQ,Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share,2,11-Aug-22,-,13-Aug-22,29-Aug-22,5
GRASIM,Grasim Industries Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,2,11-Aug-23,-,12-Aug-23,25-Aug-23,10
GRASIM,Grasim Industries Limited,EQ,Annual General Meeting/Dividend - Rs 10 Per Share,2,06-Aug-24,-,07-Aug-24,20-Aug-24,10
HCLTECH,HCL Technologies Limited,EQ,3rd Interim Dividend-100%Purpose Revised,2,21-Apr-08,22-Apr-08,-,-,2
HCLTECH,HCL Technologies Limited,EQ,2nd Interim Dividend-100%Purpose Revised,2,28-Jan-09,29-Jan-09,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Annual General Meeting/Final Dividend Re.1/- Per Share/Interim Dividend Rs.1.50 Per Share (Purpose Revised),2,22-Oct-10,-,26-Oct-10,28-Oct-10,0.1
HCLTECH,HCL Technologies Limited,EQ,2nd Interim Dividend-Rs.2/- Per Share (Purpose Revised),2,24-Jan-11,25-Jan-11,-,-,2
HCLTECH,HCL Technologies Limited,EQ,3rd Interim Dividend-Rs.2/- Per Share (Purpose Revised),2,25-Apr-11,26-Apr-11,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Final Dividend Rs.2/- Per Share/Interim Dividend Rs.2/- Per Share/Special Dividend Rs.2/- Per Share/Annual General Meeting (Purpose Revised),2,21-Oct-11,-,25-Oct-11,02-Nov-11,2
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Rs.2/- Per Share (Purpose Revised),2,20-Jan-12,23-Jan-12,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Rs.2/- Per Share (Purpose Revised),2,23-Apr-12,24-Apr-12,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Final Dividend Rs.4/- Per Share And Interim Dividend Rs.2/- Per Share (Purpose Revised),2,19-Oct-12,-,23-Oct-12,24-Oct-12,4
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Of Rs 2/- Per Equity Share (Purpose Revised),2,21-Jan-13,22-Jan-13,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Of Rs 2/- Per Equity Share (Purpose Revised),2,22-Apr-13,23-Apr-13,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Rs 2/- Per Share,2,22-Oct-13,23-Oct-13,-,-,2
HCLTECH,HCL Technologies Limited,EQ,Annual General Meeting / Final Dividend - Rs 6/- Per Share,2,18-Dec-13,-,20-Dec-13,23-Dec-13,6
HCLTECH,HCL Technologies Limited,EQ,Second Interim Dividend Rs. 4/- Per Share,2,22-Jan-14,23-Jan-14,-,-,4
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 4/- Per Share (Purpose Revised),2,22-Apr-14,23-Apr-14,-,-,4
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 12/- Per Share (Purpose Revised),2,05-Aug-14,06-Aug-14,-,-,12
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Rs.6/- Per Share (Purpose Revised),2,21-Oct-14,23-Oct-14,-,-,6
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 8/- Per Share (Purpose Revised),2,04-Feb-15,05-Feb-15,-,-,8
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 4/- Per Share (Purpose Revised),2,24-Apr-15,27-Apr-15,-,-,4
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 5/- Per Share (Purpose Revised),2,07-Aug-15,10-Aug-15,-,-,5
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 5/- Per Share (Purpose Revised),2,23-Oct-15,26-Oct-15,-,-,5
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend Rs 6/- Per Share (Purpose Revised),2,27-Jan-16,28-Jan-16,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 6/- Per Share (Purpose Revised),2,05-May-16,06-May-16,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 6/- Per Share (Purpose Revised),2,10-Aug-16,11-Aug-16,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 6/- Per Share (Purpose Revised),2,27-Oct-16,29-Oct-16,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend Rs 6/- Per Share (Purpose Revised),2,01-Feb-17,02-Feb-17,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Buyback/Interim Dividend Rs 6/- Per Share (Purpose Revised),2,24-May-17,25-May-17,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2/- Per Share,2,03-Aug-17,04-Aug-17,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2/- Per Share,2,01-Nov-17,02-Nov-17,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share (Purpose Revised),2,29-Jan-18,30-Jan-18,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share (Purpose Revised),2,09-May-18,10-May-18,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Sh,2,30-Oct-18,31-Oct-18,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share,2,05-Feb-19,06-Feb-19,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share,2,16-May-19,17-May-19,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share,2,14-Aug-19,17-Aug-19,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Sh,2,31-Oct-19,01-Nov-19,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share,2,24-Jan-20,27-Jan-20,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 2 Per Share,2,23-Jul-20,25-Jul-20,-,-,2
HCLTECH,HCL Technologies Limited,EQ, Dividend - Rs 2 Per Share,2,14-Sep-20,-,16-Sep-20,17-Sep-20,2
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 4 Per Share,2,22-Oct-20,24-Oct-20,-,-,4
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 4 Per Share,2,21-Jan-21,23-Jan-21,-,-,4
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 6 Per Share Special Interim Dividend - Rs 10 Per Share,2,29-Apr-21,01-May-21,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interim Dividend - Rs 6 Per Share,2,27-Jul-21,28-Jul-21,-,-,6
HCLTECH,HCL Technologies Limited,EQ, Interm Dividend - Rs 10 Per Share,2,21-Oct-21,23-Oct-21,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 10 Per Share,2,20-Jan-22,22-Jan-22,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend Rs 18 Per Share,2,28-Apr-22,29-Apr-22,-,-,18
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend- Rs 10 Per Share,2,19-Jul-22,20-Jul-22,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 10 Per Share,2,19-Oct-22,20-Oct-22,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 10 Per Share,2,19-Jan-23,20-Jan-23,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 18 Per Share,2,28-Apr-23,28-Apr-23,-,-,18
HCLTECH,HCL Technologies Limited,EQ,Dividend - Rs 10 Per Share,2,20-Jul-23,20-Jul-23,-,-,10
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 12 Per Share,2,20-Oct-23,20-Oct-23,-,-,12
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 12 Per Share,2,19-Jan-24,20-Jan-24,-,-,12
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 18 Per Share,2,07-May-24,07-May-24,-,-,18
HCLTECH,HCL Technologies Limited,EQ,Interim Dividend - Rs 12 Per Share,2,23-Jul-24,23-Jul-24,-,-,12
HDFCBANK,HDFC Bank Limited,EQ,Agm/ Dividend-45%        Purpose Revised,1,26-May-05,-,28-May-05,17-Jun-05,0.45
HDFCBANK,HDFC Bank Limited,EQ,Annual General Meeting And Dividend Rs.16.50 Per Share,1,02-Jun-11,-,04-Jun-11,10-Jun-11,16.5
HDFCBANK,HDFC Bank Limited,EQ,Annual General Meeting And Dividend Rs.4.30 Per Share,1,28-Jun-12,-,01-Jul-12,13-Jul-12,4.3
HDFCBANK,HDFC Bank Limited,EQ,Annual General Meeting / Final Dividend Rs.5.50/- Per Equity Share,1,13-Jun-13,-,15-Jun-13,27-Jun-13,5.5
HDFCBANK,HDFC Bank Limited,EQ,Annual General Meeting And Dividend - Rs.6.85/- Per Share,1,05-Jun-14,-,07-Jun-14,25-Jun-14,6.85
HDFCBANK,HDFC Bank Limited,EQ,Annual General Meeting/ Dividend - Rs 8/- Per Share,1,02-Jul-15,-,04-Jul-15,21-Jul-15,8
HDFCBANK,HDFC Bank Limited,EQ, Dividend - Rs 9.50/- Per Share,1,29-Jun-16,30-Jun-16,-,-,9.5
HDFCBANK,HDFC Bank Limited,EQ, Dividend - Rs 11/- Per Share,1,29-Jun-17,30-Jun-17,-,-,11
HDFCBANK,HDFC Bank Limited,EQ, Dividend- Rs 13 Per Share,1,31-May-18,01-Jun-18,-,-,13
HDFCBANK,HDFC Bank Limited,EQ, Dividend Rs 15 Per Sh,1,20-Jun-19,21-Jun-19,-,-,15
HDFCBANK,HDFC Bank Limited,EQ, Special Dividend - Rs 5 Per Share,1,01-Aug-19,02-Aug-19,-,-,5
HDFCBANK,HDFC Bank Limited,EQ, Dividend - Rs 6.50 Per Share,1,29-Jun-21,30-Jun-21,-,-,6.5
HDFCBANK,HDFC Bank Limited,EQ,Dividend - Rs 15.50 Per Share,1,12-May-22,13-May-22,-,-,15.5
HDFCBANK,HDFC Bank Limited,EQ,Dividend - Rs 19 Per Share,1,16-May-23,16-May-23,-,-,19
HDFCBANK,HDFC Bank Limited,EQ,Dividend - Rs 19.50 Per Share,1,10-May-24,10-May-24,-,-,19.5
HDFCLIFE,HDFC Life Insurance Company Limited,EQ, Interim Dividend - Rs 1.36 Per Share (Purpose Revised),10,15-Dec-17,18-Dec-17,-,-,1.36
HDFCLIFE,HDFC Life Insurance Company Limited,EQ, Interim Dividend - Rs 1.63 Per Share,10,14-Mar-19,15-Mar-19,-,-,1.63
HDFCLIFE,HDFC Life Insurance Company Limited,EQ, Dividend - Rs 2.02 Per Sh,10,30-Jun-21,01-Jul-21,-,-,2.02
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,Dividend - Rs 1.70 Per Share,10,31-May-22,01-Jun-22,-,-,1.7
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,Dividend - Rs 1.90 Per Share,10,16-Jun-23,16-Jun-23,-,-,1.9
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,Dividend - Rs 2 Per Share,10,21-Jun-24,21-Jun-24,-,-,2
HEROMOTOCO,Hero MotoCorp Limited,EQ,Agm/Dividend-1000%,2,20-Jul-05,-,22-Jul-05,27-Jul-05,20
HEROMOTOCO,Hero MotoCorp Limited,EQ,Agm/Dividend-850%,2,10-Jul-07,-,12-Jul-07,24-Jul-07,17
HEROMOTOCO,Hero MotoCorp Limited,EQ,Agm/Dividend - 950%,2,09-Sep-08,-,11-Sep-08,25-Sep-08,19
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting And Final Dividend Rs.30/- Per Share,2,30-Aug-10,-,01-Sep-10,03-Sep-10,30
HEROMOTOCO,Hero MotoCorp Limited,EQ,Interim Dividend-Rs.70/- Per Share (Purpose Revised),2,20-Apr-11,21-Apr-11,-,-,70
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting And Dividend Rs.35/- Per Share,2,25-Aug-11,-,27-Aug-11,31-Aug-11,35
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting / Dividend Rs. 45 Per Share,2,07-Aug-12,-,09-Aug-12,17-Aug-12,45
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting And Dividend Rs.60/- Per Share,2,03-Sep-13,-,05-Sep-13,11-Sep-13,60
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting / Dividend - Rs 65/- Per Share,2,03-Jul-14,-,05-Jul-14,09-Jul-14,65
HEROMOTOCO,Hero MotoCorp Limited,EQ,Interim Dividend - Rs 30/- Per Share (Purpose Revised),2,08-Aug-14,11-Aug-14,-,-,30
HEROMOTOCO,Hero MotoCorp Limited,EQ,Dividend - Rs 30/- Per Share,2,01-Jun-15,-,03-Jun-15,06-Jun-15,30
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend - Rs 40/- Per Share,2,21-Mar-16,22-Mar-16,-,-,40
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting/Dividend - Rs 32/- Per Share,2,15-Sep-16,-,17-Sep-16,23-Sep-16,32
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend Rs 55/- Per Share,2,16-Mar-17,18-Mar-17,-,-,55
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting/Dividend - Rs 30/- Per Share,2,30-Jun-17,-,04-Jul-17,14-Jul-17,30
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend Rs 55/- Per Share,2,15-Feb-18,17-Feb-18,-,-,55
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting / Dividend- Rs 40 Per Share,2,11-Jul-18,-,13-Jul-18,24-Jul-18,40
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend -  Rs 55 Per Share,2,11-Feb-19,12-Feb-19,-,-,55
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting/Dividend - Rs 32 Per Share,2,16-Jul-19,-,18-Jul-19,29-Jul-19,32
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend - Rs 65 Per Sh,2,17-Feb-20,18-Feb-20,-,-,65
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share,2,30-Jul-20,-,03-Aug-20,12-Aug-20,25
HEROMOTOCO,Hero MotoCorp Limited,EQ, Interim Dividend - Rs 65 Per Share Special Dividend - Rs 5 Per Share,2,15-Feb-21,16-Feb-21,-,-,65
HEROMOTOCO,Hero MotoCorp Limited,EQ, Annual General Meeting/Dividend - Rs 25 Per Share/ Special Dividend - Rs 10 Per Share,2,22-Jul-21,-,24-Jul-21,04-Aug-21,25
HEROMOTOCO,Hero MotoCorp Limited,EQ,Interim Dividend - Rs 60 Per Share,2,21-Feb-22,22-Feb-22,-,-,60
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting/Dividend - Rs  35 Per Share,2,27-Jul-22,-,29-Jul-22,09-Aug-22,35
HEROMOTOCO,Hero MotoCorp Limited,EQ,Interim Dividend - Rs  65 Per Share,2,17-Feb-23,17-Feb-23,-,-,65
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting/Dividend - Rs  35 Per Share,2,27-Jul-23,-,28-Jul-23,09-Aug-23,35
HEROMOTOCO,Hero MotoCorp Limited,EQ,Interim Dividend - Rs 75 Per Share/ Special Dividend - Rs 25 Per Share,2,21-Feb-24,21-Feb-24,-,-,75
HEROMOTOCO,Hero MotoCorp Limited,EQ,Annual General Meeting/Dividend - Rs 40 Per Share,2,01-Aug-24,-,02-Aug-24,12-Aug-24,40
HINDALCO,Hindalco Industries Limited,EQ,Dividend-Rs.20 Per Share,1,29-Jun-05,-,01-Jul-05,12-Jul-05,20
HINDALCO,Hindalco Industries Limited,EQ,Dividend-Rs.2.20/- Per Sh,1,14-Jul-06,-,18-Jul-06,28-Jul-06,2.2
HINDALCO,Hindalco Industries Limited,EQ,Interim Dividend-170%    Purpose Revised,1,16-Mar-07,20-Mar-07,-,-,1.7
HINDALCO,Hindalco Industries Limited,EQ,Dividend-Rs.1.35 Pr Share,1,10-Sep-09,-,14-Sep-09,18-Sep-09,1.35
HINDALCO,Hindalco Industries Limited,EQ,Dividend-Rs.1.35 Per Share,1,24-Aug-10,-,26-Aug-10,03-Sep-10,1.35
HINDALCO,Hindalco Industries Limited,EQ,Dividend-Rs.1.50 Per Share,1,14-Sep-11,-,16-Sep-11,23-Sep-11,1.5
