SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE,dividend_amount
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting/Dividend Rs 1.55 Per Share,1,31-Aug-12,-,04-Sep-12,11-Sep-12,1.55
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting And Dividend Rs.1.40 Per Share,1,30-Aug-13,-,03-Sep-13,10-Sep-13,1.4
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting / Dividend - Re 1/- Per Share,1,08-Sep-14,-,10-Sep-14,17-Sep-14,1
HINDALCO,Hindalco Industries Limited,EQ,Dividend - Re 1 Per Share,1,07-Sep-15,-,09-Sep-15,16-Sep-15,1
HINDALCO,Hindalco Industries Limited,EQ, Dividend - Re 1/- Per Share,1,06-Sep-16,-,08-Sep-16,14-Sep-16,1
HINDALCO,Hindalco Industries Limited,EQ, Annual General Meeting/Dividend - Rs 1.10 Per Share,1,05-Sep-17,-,07-Sep-17,13-Sep-17,1.1
HINDALCO,Hindalco Industries Limited,EQ, Dividend- Rs 1.20 Per Share,1,12-Sep-18,-,15-Sep-18,21-Sep-18,1.2
HINDALCO,Hindalco Industries Limited,EQ, Annual General Meeting/Dividend - Rs 1.20 Per Share,1,14-Aug-19,-,17-Aug-19,30-Aug-19,1.2
HINDALCO,Hindalco Industries Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,1,03-Sep-20,-,05-Sep-20,10-Sep-20,1
HINDALCO,Hindalco Industries Limited,EQ, Annual General Meeting/Dividend - Rs 3 Per Share,1,12-Aug-21,-,17-Aug-21,23-Aug-21,3
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting/Dividend - Rs 4 Per Share,1,11-Aug-22,-,16-Aug-22,22-Aug-22,4
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting/Dividend - Rs  3 Per Share,1,14-Aug-23,-,16-Aug-23,22-Aug-23,3
HINDALCO,Hindalco Industries Limited,EQ,Annual General Meeting/Dividend - Rs 3.5 Per Share,1,09-Aug-24,09-Aug-24,-,-,3.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Dividend-Rs.2.50 Per Sh,1,28-Apr-06,-,03-May-06,16-May-06,2.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Agm/Dividend- Rs.3 Per Sh,1,17-Mar-08,-,19-Mar-08,03-Apr-08,3
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting And Final Dividend Rs.3.50 Per Share,1,08-Jul-10,-,10-Jul-10,26-Jul-10,3.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend-Rs.3/- Per Share (Purpose Revised),1,01-Nov-10,02-Nov-10,-,-,3
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting And Dividend Rs.3.50 Per Share,1,08-Jul-11,-,12-Jul-11,27-Jul-11,3.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend Rs.3.50 Per Share (Purpose Revised),1,04-Nov-11,08-Nov-11,-,-,3.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,1,04-Jul-12,-,06-Jul-12,20-Jul-12,4
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend Rs.4.50 Per Share And Special Dividend Rs.8 Per Share (Purpose Revised),1,01-Nov-12,02-Nov-12,-,-,4.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/Final Dividend Rs.6/- Per Equity Share,1,10-Jul-13,-,12-Jul-13,26-Jul-13,6
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend Rs.5.50 Per Share (Purpose Revised),1,31-Oct-13,01-Nov-13,-,-,5.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/Dividend Rs 7.50/- Per Share,1,11-Jun-14,-,13-Jun-14,30-Jun-14,7.5
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend Rs.6/- Per Share (Purpose Revised),1,31-Oct-14,03-Nov-14,-,-,6
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/ Dividend - Rs 9/- Per Share,1,19-Jun-15,-,23-Jun-15,29-Jun-15,9
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend - Rs 6.50/- Per Share (Purpose Revised),1,19-Oct-15,20-Oct-15,-,-,6.5
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting/ Dividend - Rs 9.50 Per Share,1,22-Jun-16,-,24-Jun-16,30-Jun-16,9.5
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend Rs 7/- Per Share (Purpose Revised),1,01-Nov-16,02-Nov-16,-,-,7
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting/Dividend - Rs 10/- Per Share,1,22-Jun-17,-,24-Jun-17,30-Jun-17,10
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend - Rs 8/- Per Share,1,01-Nov-17,02-Nov-17,-,-,8
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting / Dividend- Rs 12 Per Share,1,21-Jun-18,-,23-Jun-18,29-Jun-18,12
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend - Rs 9 Per Share (Date And Purpose Revised),1,25-Oct-18,26-Oct-18,-,-,9
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting/ Dividend - Rs 13 Per Share,1,20-Jun-19,-,22-Jun-19,29-Jun-19,13
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend - Rs 11 Per Sh,1,23-Oct-19,24-Oct-19,-,-,11
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting/Dividend - Rs 14 Per Share,1,19-Jun-20,-,23-Jun-20,30-Jun-20,14
HINDUNILVR,Hindustan Unilever Limited,EQ, Special Dividend - Rs 9.50 Per Share,1,30-Jul-20,31-Jul-20,-,-,9.5
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend - Rs 14 Per Share,1,28-Oct-20,29-Oct-20,-,-,14
HINDUNILVR,Hindustan Unilever Limited,EQ, Annual General Meeting/Dividend - Rs 17  Per Sh,1,14-Jun-21,-,16-Jun-21,22-Jun-21,17
HINDUNILVR,Hindustan Unilever Limited,EQ, Interim Dividend - Rs 15 Per Share,1,26-Oct-21,27-Oct-21,-,-,15
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/Dividend - Rs  19 Per Share,1,15-Jun-22,-,17-Jun-22,23-Jun-22,19
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend - Rs 17 Per Share,1,01-Nov-22,02-Nov-22,-,-,17
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/Dividend - Rs 22 Per Share,1,19-Jun-23,-,20-Jun-23,26-Jun-23,22
HINDUNILVR,Hindustan Unilever Limited,EQ,Interim Dividend - Rs 18 Per Share,1,02-Nov-23,02-Nov-23,-,-,18
HINDUNILVR,Hindustan Unilever Limited,EQ,Annual General Meeting/Dividend - Rs 24 Per Share,1,14-Jun-24,-,15-Jun-24,21-Jun-24,24
ICICIBANK,ICICI Bank Limited,EQ,Agm/Dividend-85%,2,04-Aug-05,-,06-Aug-05,20-Aug-05,1.7
ICICIBANK,ICICI Bank Limited,EQ,Agm/Dividend -100%,2,14-Jun-07,-,16-Jun-07,14-Jul-07,2
ICICIBANK,ICICI Bank Limited,EQ,Agm/Dividend - 110%,2,10-Jul-08,-,12-Jul-08,26-Jul-08,2.2
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting And Dividend Rs.12/- Per Share,2,10-Jun-10,-,12-Jun-10,28-Jun-10,12
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting And Dividend Rs.14/- Per Share,2,02-Jun-11,-,04-Jun-11,27-Jun-11,14
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting And Dividend Rs.16.50 Per Share,2,31-May-12,-,02-Jun-12,25-Jun-12,16.5
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting/Dividend Rs.20/- Per Share,2,30-May-13,-,01-Jun-13,24-Jun-13,20
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting/Dividend Rs.23/- Per Share,2,05-Jun-14,-,07-Jun-14,30-Jun-14,23
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting/ Dividend - Rs 5/- Per Share,2,04-Jun-15,-,06-Jun-15,29-Jun-15,5
ICICIBANK,ICICI Bank Limited,EQ, Annual General Meeting/ Dividend - Rs 5/- Per Share ,2,16-Jun-16,-,18-Jun-16,11-Jul-16,5
ICICIBANK,ICICI Bank Limited,EQ, Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised),2,20-Jun-17,-,22-Jun-17,24-Jun-17,2.5
ICICIBANK,ICICI Bank Limited,EQ, Dividend- Rs 1.50 Per Share (Date Revised),2,24-Aug-18,-,28-Aug-18,12-Sep-18,1.5
ICICIBANK,ICICI Bank Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,2,22-Jul-19,-,24-Jul-19,09-Aug-19,1
ICICIBANK,ICICI Bank Limited,EQ, Dividend - Rs 2 Per Share,2,29-Jul-21,30-Jul-21,-,-,2
ICICIBANK,ICICI Bank Limited,EQ,Dividend - Rs 5 Per Share,2,08-Aug-22,10-Aug-22,-,-,5
ICICIBANK,ICICI Bank Limited,EQ,Dividend - Rs 8 Per Share,2,09-Aug-23,09-Aug-23,-,-,8
ICICIBANK,ICICI Bank Limited,EQ,Dividend - Rs 10 Per Share,2,12-Aug-24,12-Aug-24,-,-,10
INDUSINDBK,IndusInd Bank Limited,EQ,Agm/Dividend-18%,10,18-Aug-05,-,20-Aug-05,03-Sep-05,1.8
INDUSINDBK,IndusInd Bank Limited,EQ,Agm/Dividend-6%          Purpose Revised,10,31-Aug-07,-,04-Sep-07,18-Sep-07,0.6
INDUSINDBK,IndusInd Bank Limited,EQ,Agm/Dividend - 6%        Bc Dates Revised,10,04-Sep-08,-,08-Sep-08,22-Sep-08,0.6
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting And Dividend Rs.1.80 Per Share,10,17-Jun-10,-,19-Jun-10,28-Jun-10,1.8
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,10,30-Jun-11,-,05-Jul-11,15-Jul-11,2
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting/Dividend Rs 2.20 Per Share,10,05-Jul-12,-,07-Jul-12,17-Jul-12,2.2
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting / Dividend Rs.3/- Per Equity Share,10,17-Jun-13,-,19-Jun-13,28-Jun-13,3
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting / Dividend - Rs 3.50/- Per Share,10,16-Jun-14,-,18-Jun-14,27-Jun-14,3.5
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,10,07-Aug-15,-,11-Aug-15,17-Aug-15,4
INDUSINDBK,IndusInd Bank Limited,EQ, Annual General Meeting/ Dividend -Rs 4.50/- Per Share,10,23-Jun-16,-,25-Jun-16,01-Jul-16,4.5
INDUSINDBK,IndusInd Bank Limited,EQ, Annual General Meeting/Dividend - Rs 6/- Per Share,10,18-Jul-17,-,20-Jul-17,26-Jul-17,6
INDUSINDBK,IndusInd Bank Limited,EQ, Annual General Meeting / Dividend- Rs 7.50 Per Share (Date Revised),10,18-Jul-18,-,20-Jul-18,26-Jul-18,7.5
INDUSINDBK,IndusInd Bank Limited,EQ, Annual General Meeting/Dividend - Rs 7.50 Per Share,10,08-Aug-19,-,10-Aug-19,16-Aug-19,7.5
INDUSINDBK,IndusInd Bank Limited,EQ, Dividend - Rs 5 Per Share,10,17-Aug-21,19-Aug-21,-,-,5
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting/Dividend - Rs 8.50 Per Share,10,11-Aug-22,12-Aug-22,-,-,8.5
INDUSINDBK,IndusInd Bank Limited,EQ,Dividend - Rs 14 Per Share,10,02-Jun-23,02-Jun-23,-,-,14
INDUSINDBK,IndusInd Bank Limited,EQ,Dividend - Rs 16.50 Per Share,10,28-Jun-24,28-Jun-24,-,-,16.5
INFY,Infosys Limited,EQ,Agm/ Dividend-130%,5,01-Jun-05,-,03-Jun-05,11-Jun-05,6.5
INFY,Infosys Limited,EQ,Interim Dividend - 200%  Purpose Revised,5,16-Oct-08,17-Oct-08,-,-,10
INFY,Infosys Limited,EQ,Agm/Dividend - 270%,5,04-Jun-09,-,06-Jun-09,20-Jun-09,13.5
INFY,Infosys Limited,EQ,Interim Dividend Rs.10/- Per Share And Special Dividend Rs.30/- Per Share (Purpose Revised),5,21-Oct-10,22-Oct-10,-,-,10
INFY,Infosys Limited,EQ,Annual General Meeting And Final Dividend Rs.20/- Per Share,5,26-May-11,-,28-May-11,11-Jun-11,20
INFY,Infosys Limited,EQ,Interim Dividend - Rs.15 Per Share (Purpose Revised),5,20-Oct-11,21-Oct-11,-,-,15
INFY,Infosys Limited,EQ,Annual General Meeting / Dividend - Final Rs 22 + Special Rs 10,5,24-May-12,-,26-May-12,09-Jun-12,22
INFY,Infosys Limited,EQ,Interim Dividend Rs.15/- Per Share (Purpose Revised),5,18-Oct-12,19-Oct-12,-,-,15
INFY,Infosys Limited,EQ,Annual General Meeting/Final Dividend Rs.27 Per Share,5,30-May-13,-,01-Jun-13,15-Jun-13,27
INFY,Infosys Limited,EQ,Interim Dividend Rs.20/- Per Share (Purpose Revised),5,17-Oct-13,18-Oct-13,-,-,20
INFY,Infosys Limited,EQ,Annual General Meeting / Final Dividend - Rs 43/- Per Share,5,29-May-14,-,31-May-14,14-Jun-14,43
INFY,Infosys Limited,EQ,Interim Dividend Rs.30/- Per Share (Purpose Revised),5,16-Oct-14,17-Oct-14,-,-,30
INFY,Infosys Limited,EQ,Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1,5,15-Jun-15,-,17-Jun-15,17-Jun-15,29.5
INFY,Infosys Limited,EQ, Interim Dividend Rs.10/- Per Share (Purpose Revised),5,16-Oct-15,19-Oct-15,-,-,10
INFY,Infosys Limited,EQ, Annual General Meeting And Final Dividend Rs.14.25 Per Share,5,09-Jun-16,-,11-Jun-16,11-Jun-16,14.25
INFY,Infosys Limited,EQ, Interim Dividend Rs 11/- Per Share (Purpose Revised),5,21-Oct-16,24-Oct-16,-,-,11
INFY,Infosys Limited,EQ, Annual General Meeting/Dividend - Rs 14.75 Per Share,5,01-Jun-17,-,03-Jun-17,03-Jun-17,14.75
INFY,Infosys Limited,EQ, Interim Dividend - Rs 13/- Per Share (Purpose Revised),5,31-Oct-17,01-Nov-17,-,-,13
INFY,Infosys Limited,EQ, Annual General Meeting/ Final Dividend Rs 20.50 Per Shar/ Special Dividend - Rs 10 Per Share,5,14-Jun-18,-,16-Jun-18,16-Jun-18,20.5
INFY,Infosys Limited,EQ, Interim Dividend - Rs 7 Per Share,5,25-Oct-18,27-Oct-18,-,-,7
INFY,Infosys Limited,EQ, Special Dividend - Rs 4 Per Share,5,24-Jan-19,25-Jan-19,-,-,4
INFY,Infosys Limited,EQ, Annual General Meeting/Dividend- Rs 10.50 Per Share,5,13-Jun-19,-,15-Jun-19,15-Jun-19,10.5
INFY,Infosys Limited,EQ, Interim Dividend - Rs 8 Per Share,5,23-Oct-19,24-Oct-19,-,-,8
INFY,Infosys Limited,EQ, Dividend - Rs 9.50 Per Share,5,29-May-20,01-Jun-20,-,-,9.5
INFY,Infosys Limited,EQ, Interim Dividend - Rs 12 Per Share,5,23-Oct-20,26-Oct-20,-,-,12
INFY,Infosys Limited,EQ, Annual General Meeting/Dividend - Rs 15 Per Share,5,31-May-21,01-Jun-21,-,-,15
INFY,Infosys Limited,EQ, Interim Dividend - Rs 15 Per Sh,5,26-Oct-21,27-Oct-21,-,-,15
INFY,Infosys Limited,EQ,Annual General Meeting/Dividend - Rs 16 Per Share,5,31-May-22,01-Jun-22,-,-,16
INFY,Infosys Limited,EQ,Interim Dividend - Rs 16.50 Per Share,5,27-Oct-22,28-Oct-22,-,-,16.5
INFY,Infosys Limited,EQ,Annual General Meeting/Dividend - Rs 17.50 Per Share,5,02-Jun-23,02-Jun-23,-,-,17.5
INFY,Infosys Limited,EQ,Interim Dividend - Rs 18 Per Share,5,25-Oct-23,25-Oct-23,-,-,18
INFY,Infosys Limited,EQ,Annual General Meeting/Special Dividend - Rs 8 Per Share /Dividend - Rs 20 Per Share,5,31-May-24,31-May-24,-,-,8
ITC,ITC Limited,EQ,Final Dividend Rs.4.50 Per Share And Special Centenary Dividend Rs.5.50 Per Share,1,09-Jun-10,-,11-Jun-10,18-Jun-10,4.5
ITC,ITC Limited,EQ,Dividend Final Rs 2.80 And Special Rs 1.65 Per Share,1,10-Jun-11,-,14-Jun-11,21-Jun-11,2.8
ITC,ITC Limited,EQ,Annual General Meeting/Dividend Rs 4.50 Per Share,1,11-Jun-12,-,13-Jun-12,18-Jun-12,4.5
ITC,ITC Limited,EQ,Annual General Meeting And Dividend Rs.5.25 Per Share,1,31-May-13,-,04-Jun-13,07-Jun-13,5.25
ITC,ITC Limited,EQ,Dividend - Rs 6/- Per Share,1,03-Jun-14,-,05-Jun-14,09-Jun-14,6
ITC,ITC Limited,EQ,Dividend - Rs 6.25/- Per Share,1,03-Jun-15,-,05-Jun-15,09-Jun-15,6.25
ITC,ITC Limited,EQ, Dividend-Rs.8.50 Per Share (Including Special Dividend Of Rs.2/- Per Share).,1,30-May-16,-,01-Jun-16,03-Jun-16,8.5
ITC,ITC Limited,EQ, Dividend-Rs 4.75 Per Share,1,05-Jun-17,-,07-Jun-17,09-Jun-17,4.75
ITC,ITC Limited,EQ, Dividend- Rs 5.15 Per Share,1,25-May-18,-,29-May-18,31-May-18,5.15
ITC,ITC Limited,EQ, Dividend - Rs 5.75 Per Share,1,22-May-19,-,24-May-19,27-May-19,5.75
ITC,ITC Limited,EQ, Dividend - Rs 10.15 Per Share,1,06-Jul-20,-,08-Jul-20,09-Jul-20,10.15
ITC,ITC Limited,EQ, Interim Dividend - Rs 5 Per Share,1,22-Feb-21,23-Feb-21,-,-,5
ITC,ITC Limited,EQ, Dividend - Rs 5.75 Per Share,1,10-Jun-21,11-Jun-21,-,-,5.75
ITC,ITC Limited,EQ,Interim Dividend - Rs 5.25 Per Share,1,14-Feb-22,15-Feb-22,-,-,5.25
ITC,ITC Limited,EQ,Dividend - Rs 6.25 Per Share,1,26-May-22,28-May-22,-,-,6.25
ITC,ITC Limited,EQ,Interim Dividend - Rs  6 Per Share,1,15-Feb-23,15-Feb-23,-,-,6
ITC,ITC Limited,EQ,Dividend - Rs 6.75 Per Share /Special Dividend - Rs 2.75 Per Share,1,30-May-23,30-May-23,-,-,6.75
ITC,ITC Limited,EQ,Interim Dividend - Rs 6.25 Per Share,1,08-Feb-24,08-Feb-24,-,-,6.25
ITC,ITC Limited,EQ,Dividend - Rs 7.50 Per Share,1,04-Jun-24,04-Jun-24,-,-,7.5
JSWSTEEL,JSW Steel Limited,EQ,Agm/ Dividend-50%,1,29-Apr-05,-,03-May-05,06-May-05,0.5
JSWSTEEL,JSW Steel Limited,EQ,Agm/Dividend-80%,1,15-Jun-06,-,17-Jun-06,24-Jun-06,0.8
JSWSTEEL,JSW Steel Limited,EQ,Agm/Dividend - 140%,1,21-May-08,-,23-May-08,27-May-08,1.4
JSWSTEEL,JSW Steel Limited,EQ,Agm/Dividend Rs 9.50 Per Share,1,14-Jun-10,-,16-Jun-10,18-Jun-10,9.5
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting And Dividend Rs.12.25 Per Share,1,11-Jul-11,-,13-Jul-11,15-Jul-11,12.25
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting / Dividend - Rs. 7.50 Per Share,1,12-Jul-12,-,14-Jul-12,16-Jul-12,7.5
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting / Dividend - Rs.10/- Per Equity Share,1,15-Jul-13,-,17-Jul-13,19-Jul-13,10
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting / Dividend - Rs 11/- Per Share,1,07-Jul-14,-,09-Jul-14,11-Jul-14,11
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting/ Dividend - Rs 11/- Per Share,1,06-Jul-15,-,08-Jul-15,10-Jul-15,11
JSWSTEEL,JSW Steel Limited,EQ, Annual General Meeting/ Dividend - Rs 7.50/- Per Share,1,04-Jul-16,-,06-Jul-16,08-Jul-16,7.5
JSWSTEEL,JSW Steel Limited,EQ, Annual General Meeting/Dividend - Rs 2.25/- Per Share,1,12-Jun-17,-,14-Jun-17,16-Jun-17,2.25
JSWSTEEL,JSW Steel Limited,EQ, Annual General Meeting / Dividend- Rs 3.20 Per Share,1,06-Jul-18,-,10-Jul-18,12-Jul-18,3.2
JSWSTEEL,JSW Steel Limited,EQ, Annual General Meeting/Dividend Rs 4.10 Per Share,1,08-Jul-19,-,10-Jul-19,12-Jul-19,4.1
JSWSTEEL,JSW Steel Limited,EQ, Dividend - Rs 2 Per Share,1,06-Jul-20,-,08-Jul-20,10-Jul-20,2
JSWSTEEL,JSW Steel Limited,EQ, Annual General Meeting/Dividend - Rs 6.50 Per Share,1,05-Jul-21,-,07-Jul-21,09-Jul-21,6.5
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting/Dividend - Rs 17.35 Per Share,1,04-Jul-22,-,06-Jul-22,08-Jul-22,17.35
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting/Dividend - Rs 3.40 Per Share,1,11-Jul-23,-,12-Jul-23,14-Jul-23,3.4
JSWSTEEL,JSW Steel Limited,EQ,Annual General Meeting/Dividend - Rs 7.30 Per Share,1,09-Jul-24,-,10-Jul-24,12-Jul-24,7.3
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Agm/Dividend-12.5%,5,15-Jul-05,-,19-Jul-05,26-Jul-05,0.25
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Agm/Dividend-6%,5,07-Jul-06,-,11-Jul-06,20-Jul-06,0.3
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Agm/Dividend-7%,5,22-Jun-07,-,26-Jun-07,05-Jul-07,0.35
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Agm/Dividend - 7.50%,5,14-Jul-08,-,16-Jul-08,28-Jul-08,2.5
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting And Dividend Re.0.85 Per Share,5,30-Jun-10,-,05-Jul-10,07-Jul-10,0.85
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting And Dividend Re.0.50 Per Share,5,12-Jul-11,-,14-Jul-11,21-Jul-11,0.5
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting / Dividend Re 0.60 Per Share,5,06-Jul-12,-,10-Jul-12,19-Jul-12,0.6
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting/Dividend Re 0.70/- Per Share,5,04-Jul-13,-,08-Jul-13,18-Jul-13,0.7
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting/Dividend Re 0.80/- Per Share,5,04-Jul-14,-,08-Jul-14,16-Jul-14,0.8
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting/Dividend Re 0.90/- Per Share,5,18-Jun-15,-,22-Jun-15,29-Jun-15,0.9
KOTAKBANK,Kotak Mahindra Bank Limited,EQ, Annual General Meeting/Dividend-Re 0.60 Per Share,5,12-Jul-17,-,14-Jul-17,20-Jul-17,0.6
KOTAKBANK,Kotak Mahindra Bank Limited,EQ, Annual General Meeting/Dividend- Re 0.70 Per Share,5,11-Jul-18,-,13-Jul-18,19-Jul-18,0.7
KOTAKBANK,Kotak Mahindra Bank Limited,EQ, Annual General Meeting/Dividend Rs 0.80 Per Share,5,12-Jul-19,-,16-Jul-19,22-Jul-19,0.8
KOTAKBANK,Kotak Mahindra Bank Limited,EQ, Dividend - Rs 0.90 Per Share,5,11-Aug-21,12-Aug-21,-,-,0.9
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Dividend - Rs 1.10 Per Share,5,11-Aug-22,12-Aug-22,-,-,1.1
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Dividend - Rs 1.50 Per Sh,5,04-Aug-23,04-Aug-23,-,-,1.5
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Dividend - Rs 2 Per Share,5,19-Jul-24,19-Jul-24,-,-,2
LT,Larsen & Toubro Limited,EQ,Dividend-Rs.22/- Per Sh,2,14-Aug-06,-,17-Aug-06,25-Aug-06,22
LT,Larsen & Toubro Limited,EQ,Spl Dividend-Rs2/- Per Sh,2,17-Jul-07,18-Jul-07,-,-,2
LT,Larsen & Toubro Limited,EQ,Dividend-Rs10.50 Pr Share,2,18-Aug-09,-,21-Aug-09,28-Aug-09,0.5
LT,Larsen & Toubro Limited,EQ,Annual General Meeting And Dividend Rs.12.50 Per Share,2,17-Aug-10,-,19-Aug-10,26-Aug-10,12.5
LT,Larsen & Toubro Limited,EQ,Dividend-Rs.14.50 Per Share,2,17-Aug-11,-,19-Aug-11,26-Aug-11,14.5
LT,Larsen & Toubro Limited,EQ,Annual General Meeting / Dividend Rs 16.50 Per Share,2,14-Aug-12,-,17-Aug-12,24-Aug-12,16.5
LT,Larsen & Toubro Limited,EQ,Annual General Meeting / Dividend - Rs 12.33/- Per Share,2,13-Aug-13,-,16-Aug-13,22-Aug-13,12.33
LT,Larsen & Toubro Limited,EQ,Annual General Meeting / Dividend - Rs 14.25/- Per Share,2,13-Aug-14,-,16-Aug-14,22-Aug-14,14.25
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/ Dividend - Rs 16.25/- Per Share,2,01-Sep-15,-,03-Sep-15,09-Sep-15,16.25
LT,Larsen & Toubro Limited,EQ, Dividend - Rs 18.25/- Per Share,2,18-Aug-16,-,20-Aug-16,26-Aug-16,18.25
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/Dividend - Rs 14/- Per Share,2,11-Aug-17,-,16-Aug-17,22-Aug-17,14
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/Dividend- Rs 16 Per Share,2,14-Aug-18,-,17-Aug-18,23-Aug-18,16
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/Dividend - Rs 18 Per Share,2,24-Jul-19,-,26-Jul-19,01-Aug-19,18
LT,Larsen & Toubro Limited,EQ, Interim Dividend - Rs 10 Per Share,2,24-Mar-20,26-Mar-20,-,-,10
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/Dividend - Rs  8 Per Share,2,05-Aug-20,-,07-Aug-20,13-Aug-20,8
LT,Larsen & Toubro Limited,EQ, Special Dividend - Rs 18 Per Share,2,04-Nov-20,05-Nov-20,-,-,18
LT,Larsen & Toubro Limited,EQ, Annual General Meeting/Dividend - Rs 18 Per Share,2,28-Jul-21,-,30-Jul-21,05-Aug-21,18
LT,Larsen & Toubro Limited,EQ,Dividend - Rs 22 Per Share,2,21-Jul-22,22-Jul-22,-,-,22
LT,Larsen & Toubro Limited,EQ,Special Dividend - Rs 6 Per Share,2,02-Aug-23,02-Aug-23,-,-,6
LT,Larsen & Toubro Limited,EQ,Dividend - Rs 24 Per Share,2,02-Aug-23,02-Aug-23,-,-,24
LT,Larsen & Toubro Limited,EQ,Dividend - Rs 28 Per Share,2,20-Jun-24,20-Jun-24,-,-,28
MARUTI,Maruti Suzuki India Limited,EQ,Dividend-Rs.2/- Per Share,5,25-Aug-05,-,29-Aug-05,09-Sep-05,2
