"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CABOTINDIA","Cabot India Limited","EQ","Agm/Dividend-20%","10","01-Jan-2002","-","11-Jan-2002","18-Jan-2002"
"RAVALSUGAR","Ravalgaon Sugar Farm Limited","EQ","Agm/Dividend-100%        Purpose Revised","50","14-Jan-2002","-","24-Jan-2002","31-Jan-2002"
"PUNANDLAMP","Punjab Anand Lamp Industries Limited","EQ","Agm/Dividend-12.50%","10","06-Mar-2002","-","19-Mar-2002","27-Mar-2002"
"GOODRICKE","Goodricke Group Limited","EQ","Agm/Dividend-5%","10","13-Mar-2002","-","26-Mar-2002","02-Apr-2002"
"GRINWELNOR","Grindwell Norton Limited","EQ","Agm/Dividend-30%         Book Closure Dates Revised","10","13-Mar-2002","-","23-Mar-2002","19-Apr-2002"
"RECKCOLMAN","Reckitt Benckiser (India) Limited","EQ","Dividend-25%             Purpose Revised","10","21-Mar-2002","-","05-Apr-2002","19-Apr-2002"
"KRONECOMM","Krone Communications Limited","EQ","Agm/Dividend-15%","10","04-Apr-2002","-","12-Apr-2002","24-Apr-2002"
"SANDVIKAS","Sandvik Asia Limited","EQ","Agm/Dividend-10%","100","04-Apr-2002","-","12-Apr-2002","22-Apr-2002"
"BOOTSPHARM","Abbott India Limited","EQ","Agm/Dividend-100%","10","08-Apr-2002","-","16-Apr-2002","30-Apr-2002"
"MADURACOAT","Madura Coats Limited","EQ","Agm/Dividend-5%","10","11-Apr-2002","-","19-Apr-2002","29-Apr-2002"
"CADBURY","Cadbury India Limited","EQ","Agm/Dividend-60%","10","15-Apr-2002","-","23-Apr-2002","03-May-2002"
"OTIS","Otis Elevator Company (India) Limited","EQ","Dividend-100%","10","15-Apr-2002","-","23-Apr-2002","02-May-2002"
"PARKEDAVIS","Parke- Davis India Limited","EQ","Agm/Dividend-40%","10","15-Apr-2002","-","23-Apr-2002","02-May-2002"
"INDIAPHOTO","Kodak India Limited","EQ","Agm/Dividend-60%         Purpose Revised","10","18-Apr-2002","-","29-Apr-2002","06-May-2002"
"ATLASCOPCO","Atlas Copco (India) Limited","EQ","Agm/Dividend-40%","10","09-May-2002","-","14-May-2002","30-May-2002"
"BAYER","Bayer India Limited","EQ","Dividend-20%","100","15-May-2002","-","20-May-2002","14-Jun-2002"
"INDAL","Indian Aluminium Company Limited","EQ","Agm/Dividend-40%         Purpose Revised","10","23-May-2002","-","28-May-2002","26-Jun-2002"
"TVSELEC","TVS Electronics Limited","EQ","Agm/Dividend-7.5%","10","24-May-2002","-","29-May-2002","05-Jun-2002"
"AGREVOIND","Bayer Cropscience India Limited","EQ","Agm/Dividend-40%","10","27-May-2002","-","30-May-2002","19-Jun-2002"
"BURRWELCOM","Burroughs Wellcome (India) Limited","EQ","Dividend-75%","10","28-May-2002","-","31-May-2002","07-Jun-2002"
"INDORAMSYN","Indo Rama Synthetics (India) Limited","EQ","Agm/Dividend-10%","10","12-Jun-2002","-","15-Jun-2002","28-Jun-2002"
"FULFORD","Fulford (I) Limited","EQ","Agm/Dividend-15%","10","12-Jun-2002","-","15-Jun-2002","21-Jun-2002"
"RADICOKHAI","Radico Khaitan Limited","EQ","Agm/Dividend-Rs.2 Per Sh","10","26-Jun-2002","-","01-Jul-2002","16-Jul-2002"
"VANADYCHEM","Vanavil Dyes & Chemicals Limited","EQ","Agm/Dividend-20%","10","01-Jul-2002","-","04-Jul-2002","19-Jul-2002"
"NOVARTIND","Novartis India Limited","EQ","Dividend-150%","5","02-Jul-2002","-","05-Jul-2002","12-Jul-2002"
"DIGITALEQP","Digital GlobalSoft Limited","EQ","Agm/Dividend-35%","10","04-Jul-2002","-","09-Jul-2002","23-Jul-2002"
"NEULANDLAB","Neuland Laboratories Limited","EQ","Agm/Dividend-18%","10","11-Jul-2002","-","16-Jul-2002","29-Jul-2002"
"BIMETBRG","Bimetal Bearings Limited","EQ","Agm/Dividend-37.50%      Purpose Revised","10","11-Jul-2002","-","16-Jul-2002","26-Jul-2002"
"ASHKLEYFIN","Ashok Leyland Finance Limited","EQ","Agm/Dividend-30%","10","11-Jul-2002","-","16-Jul-2002","25-Jul-2002"
"INTLTRAVHS","International Travel House Limited","EQ","Agm/Dividend-10%","10","11-Jul-2002","-","16-Jul-2002","24-Jul-2002"
"ASSAMFRONT","AFT Industries Limited","EQ","Agm/Dividend-50%","10","18-Jul-2002","-","23-Jul-2002","02-Aug-2002"
"DECCANCE","Deccan Cements Limited","EQ","Agm/Dividend-25%         Purpose Revised","5","18-Jul-2002","-","23-Jul-2002","29-Jul-2002"
"WARRENTEA","Warren Tea Limited","EQ","Agm/Dividend-10%","10","18-Jul-2002","-","23-Jul-2002","06-Aug-2002"
"L&T","Larsen & Toubro Limited","EQ","Dividend-70%","10","22-Jul-2002","-","25-Jul-2002","08-Aug-2002"
"FORBESGOK","Forbes Gokak Limited","EQ","Dividend-20%","10","23-Jul-2002","-","26-Jul-2002","09-Aug-2002"
"INDOGULF","Indo Gulf Corporation Limited","EQ","Dividend-26%             Book Closure End Date Revised","10","24-Jul-2002","-","29-Jul-2002","03-Aug-2002"
"TEIL","Triveni Engineering & Industries Limited","EQ","Agm/Dividend-22%","10","29-Jul-2002","-","01-Aug-2002","07-Aug-2002"
"CASTROL","Castrol India Limited","EQ","Agm/Interim Dividend-40% Book Closure Start Date Revised/Purpose Revised","10","30-Jul-2002","-","02-Aug-2002","05-Aug-2002"
"NIPPONDENS","Denso India Limited","EQ","Agm/Dividend-10%","10","02-Aug-2002","-","07-Aug-2002","12-Aug-2002"
"HINPOWPLUS","Hindustan Powerplus Limited","EQ","Agm/Dividend-5%","10","14-Aug-2002","-","20-Aug-2002","28-Aug-2002"
"HINDZINC","Hindustan Zinc Limited","EQ","Agm/Dividend-5%          Purpose Revised","2","19-Aug-2002","-","22-Aug-2002","31-Aug-2002"
"TVSSRICHAK","TVS Srichakra Limited","EQ","Agm/Dividend-35%         Purpose Revised","10","22-Aug-2002","-","27-Aug-2002","28-Aug-2002"
"GLOBLTRUST","Global Trust Bank Limited","EQ","Agm/Dividend-5%          Purpose Revised","10","27-Aug-2002","-","30-Aug-2002","12-Sep-2002"
"JINDLSTRIP","Jindal Strips Limited","EQ","Dividend-40%","10","29-Aug-2002","-","03-Sep-2002","14-Sep-2002"
"UNITEDPHOS","UPL Limited","EQ","Dividend-10%","10","05-Sep-2002","-","10-Sep-2002","25-Sep-2002"
"GARFIBRES","Garware Technical Fibres Limited","EQ","Agm/Dividend-22%","10","09-Sep-2002","-","13-Sep-2002","28-Sep-2002"
"JPIND","Jai Prakash Industries Limited","EQ","Agm/Dividend-5%","10","11-Sep-2002","-","14-Sep-2002","27-Sep-2002"
"KINETICENG","Kinetic Engineering Limited","EQ","Agm/Dividend-25%","10","11-Sep-2002","-","16-Sep-2002","28-Sep-2002"
"PUNJCOMMU","Punjab Communications Limited","EQ","Agm/Dividend-15%","10","12-Sep-2002","-","17-Sep-2002","27-Sep-2002"
"GERMANREM","German Remedies Limited","EQ","Agm/Dividend-80%","10","12-Sep-2002","-","17-Sep-2002","26-Sep-2002"
"EMCOTRANS","Emco Limited","EQ","Agm/Dividend-5%","10","13-Sep-2002","-","18-Sep-2002","28-Sep-2002"
"IONEXCHANG","ION Exchange (India) Limited","EQ","Agm/Dividend-10%","1","17-Sep-2002","-","20-Sep-2002","27-Sep-2002"
"SILTAPCHEM","Siltap Chemicals Limited","EQ","Dividend-60%","10","08-Oct-2002","-","11-Oct-2002","24-Oct-2002"
"MASTERSHAR","UTI - Master Share","EQ","Dividend-10%             Purpose Revised","10","09-Oct-2002","-","12-Oct-2002","15-Oct-2002"
"EXCELIND","Excel  Industries Limited","EQ","Agm/Dividend-30%         Bc Start Date Revised","10","14-Oct-2002","-","18-Oct-2002","28-Oct-2002"
"SHAMKNFAB","Shamken Multifab Limited","EQ","Agm/Dividend-5%","10","18-Nov-2002","-","22-Nov-2002","28-Nov-2002"
"SOUNDCRAFT","Soundcraft Industries Limited","EQ","Agm/Dividend-20%","2","13-Dec-2002","-","18-Dec-2002","24-Dec-2002"
"NIIT","NIIT Limited","EQ","Agm/Dividend-40%         Purpose Revised","10","23-Jan-2003","-","28-Jan-2003","31-Jan-2003"
"KRONECOMM","Krone Communications Limited","EQ","Dividend","10","09-Apr-2003","-","16-Apr-2003","28-Apr-2003"
"BOOTSPHARM","Abbott India Limited","EQ","Agm/Dividend - 120%","10","09-Apr-2003","-","16-Apr-2003","29-Apr-2003"
"BURRWELCOM","Burroughs Wellcome (India) Limited","EQ","Dividend -110%","10","10-Apr-2003","-","17-Apr-2003","28-Apr-2003"
"MADURACOAT","Madura Coats Limited","EQ","Agm/Dividend-Re 0.50/Shar","10","17-Apr-2003","-","22-Apr-2003","30-Apr-2003"
"INDIAPHOTO","Kodak India Limited","EQ","Agm/Dividend-Rs 6 Per Sh","10","17-Apr-2003","-","22-Apr-2003","28-Apr-2003"
"BAYER","Bayer India Limited","EQ","Agm/Dividend -22%","100","30-May-2003","-","03-Jun-2003","12-Jun-2003"
"AGREVOIND","Bayer Cropscience India Limited","EQ","Agm/Dividend - 20%","10","30-May-2003","-","03-Jun-2003","25-Jun-2003"
"JINDALIRON","Jindal Iron & Steel Company Limited","EQ","Agm/Dividend-30%","10","18-Jun-2003","-","20-Jun-2003","27-Jun-2003"
"DIGITALEQP","Digital GlobalSoft Limited","EQ","Agm/Dividend-45%","10","03-Jul-2003","-","05-Jul-2003","21-Jul-2003"
"OTIS","Otis Elevator Company (India) Limited","EQ","Dividend-125%","10","08-Jul-2003","-","10-Jul-2003","17-Jul-2003"
"E-SERVEINT","e-Serve International Limited","EQ","Agm/Dividend-25%","10","10-Jul-2003","-","14-Jul-2003","29-Jul-2003"
"VARDHMNSPG","Vardhman Spinning & General Mills Limited","EQ","Agm/Dividend- 35%","10","14-Jul-2003","-","16-Jul-2003","02-Aug-2003"
"ASHKLEYFIN","Ashok Leyland Finance Limited","EQ","Dividend-50%","10","14-Jul-2003","-","16-Jul-2003","22-Jul-2003"
"INDORAMSYN","Indo Rama Synthetics (India) Limited","EQ","Agm/Dividend-22.50%","10","06-Aug-2003","-","08-Aug-2003","22-Aug-2003"
"L&T","Larsen & Toubro Limited","EQ","Dividend-75%","10","11-Aug-2003","-","13-Aug-2003","22-Aug-2003"
"ETCNETWORK","ETC Networks Limited","EQ","Agm/Dividend-20%","10","14-Aug-2003","-","19-Aug-2003","22-Aug-2003"
"JINDALFOTO","Jindal Photo Limited","EQ","Agm/Dividend-10%         Purpose Revised","10","12-Sep-2003","-","16-Sep-2003","19-Sep-2003"
"UNITEDPHOS","UPL Limited","EQ","Dividend-20%","10","17-Sep-2003","-","19-Sep-2003","24-Sep-2003"
"VDOCONINTL","Videocon International Limited","EQ","Dividend-10% / Agm","10","18-Mar-2004","-","20-Mar-2004","31-Mar-2004"
"VISAKAIND","Visaka Industries Limited","EQ","Dividend-25%             Purpose Revised","2","28-May-2004","-","01-Jun-2004","04-Jun-2004"
"FINCABLES","Finolex Cables Limited","EQ","Agm/Dividend-40%","2","07-Jun-2004","-","09-Jun-2004","18-Jun-2004"
"BGFL","Birla Global Finance Limited","EQ","Agm / Dividend-10%","10","25-Jun-2004","-","29-Jun-2004","12-Jul-2004"
"COCHINREFN","Kochi Refineries Limited","EQ","Agm/Dividend-120%","10","28-Jun-2004","-","01-Jul-2004","14-Jul-2004"
"ITCHOTEL","ITC Hotels Limited","EQ","Dividend-20%","10","28-Jun-2004","-","01-Jul-2004","14-Jul-2004"
"CLARIANT","Clariant (India) Limited","EQ","Agm / Dividend-60%       Purpose Revised","10","05-Jul-2004","-","07-Jul-2004","28-Jul-2004"
"E-SERVEINT","e-Serve International Limited","EQ","Agm/Dividend-50%","10","08-Jul-2004","-","10-Jul-2004","17-Jul-2004"
"GEORGWILIM","Williamson Tea Assam Limited","EQ","Agm / Dividend-40%","10","19-Jul-2004","-","21-Jul-2004","30-Jul-2004"
"TORRENTAEC","Torrent Power AEC Limited","EQ","Dividend-21%","10","20-Jul-2004","-","22-Jul-2004","30-Jul-2004"
"TATAINFOTE","Tata Infotech Limited","EQ","Agm/Dividend-100%","10","21-Jul-2004","-","23-Jul-2004","29-Jul-2004"
"SURYCOTMIL","Suryalakshmi Cotton Mills Limited","EQ","Dividend-25%/Agm","10","21-Jul-2004","-","23-Jul-2004","30-Jul-2004"
"IGFLFERT","Indo Gulf Fertilisers Limited","EQ","Dividend-28%","10","28-Jul-2004","-","30-Jul-2004","10-Aug-2004"
"UNIWESTBNK","United Western Bank Limited","EQ","Agm / Dividend-5%        Purpose Revised","10","29-Jul-2004","-","02-Aug-2004","09-Aug-2004"
"VARDHMNSPG","Vardhman Spinning & General Mills Limited","EQ","Agm/Dividend-42%","10","11-Aug-2004","-","13-Aug-2004","28-Aug-2004"
"MUNJALAUTO","Munjal Auto Industries Limited","EQ","Agm/Dividend-30%","10","12-Aug-2004","-","16-Aug-2004","20-Aug-2004"
"CHAMPDANY","The Champdany Industries Limited","EQ","Agm/Dividend-25%","10","13-Aug-2004","-","17-Aug-2004","30-Aug-2004"
"IDBIBANK","IDBI Bank Limited","EQ","Agm/Dividend-12.5%","10","26-Aug-2004","-","30-Aug-2004","02-Sep-2004"
"SHRIRAMINV","Shriram Investments Limited","EQ","Agm/Dividend-12%","10","30-Aug-2004","-","01-Sep-2004","08-Sep-2004"
"FSS","Flextronics Software Systems Limited","EQ","Agm /  Dividend -50%","5","08-Sep-2004","-","10-Sep-2004","21-Sep-2004"
"TORRENTSEC","Torrent Power SEC Limited","EQ","Dividend-33%","10","08-Sep-2004","-","10-Sep-2004","24-Sep-2004"
"BANKPUNJAB","Bank of Punjab Limited","EQ","Dividend -5%","10","13-Sep-2004","-","15-Sep-2004","20-Sep-2004"
"JINDALFOTO","Jindal Photo Limited","EQ","Agm/Dividend-10%         Purpose Revised","10","14-Sep-2004","-","16-Sep-2004","21-Sep-2004"
"KREBSBIO","Krebs Biochemicals and Industries Limited","EQ","Dividend-80%","10","21-Sep-2004","-","23-Sep-2004","30-Sep-2004"
"ABGHEAVY","ABG Heavy Industries Limited","EQ","Agm/Dividend-10%","10","21-Sep-2004","-","23-Sep-2004","30-Sep-2004"
"GUJNRECOKE","Gujarat NRE Coke Limited","EQ","Agm / Dividend-10%","10","30-Dec-2004","-","01-Jan-2005","08-Jan-2005"
"AUTOAXLES","Automotive Axles Limited","EQ","Dividend -65%","10","20-Jan-2005","-","25-Jan-2005","27-Jan-2005"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Agm/Dividend-37.5%","1","22-Feb-2005","-","24-Feb-2005","17-Mar-2005"
"VDOCONINTL","Videocon International Limited","EQ","Agm/Dividend-10%","10","15-Mar-2005","-","17-Mar-2005","31-Mar-2005"
"JSWSTEEL","JSW Steel Limited","EQ","Agm/ Dividend-50%","1","29-Apr-2005","-","03-May-2005","06-May-2005"
"ANDHRABANK","Andhra Bank","EQ","Dividend-15%             Purpose Revsied","10","11-May-2005","-","13-May-2005","25-May-2005"
"IOB","Indian Overseas Bank","EQ","Dividend-10%","10","12-May-2005","-","14-May-2005","19-May-2005"
"RELIANCE","Reliance Industries Limited","EQ","Dividend-Rs.7.5/- Per Sh.","10","12-May-2005","-","14-May-2005","21-May-2005"
"IPCL","Indian Petrochemicals Corporation Limited","EQ","Dividend-Rs.4.50 Pershare","10","12-May-2005","-","14-May-2005","21-May-2005"
"PUNJABTRAC","Punjab Tractors Limited","EQ","Dividend-55%","10","18-May-2005","-","20-May-2005","25-May-2005"
"SYNDIBANK","Syndicate Bank","EQ","Dividend-14%","10","20-May-2005","-","25-May-2005","27-May-2005"
"CANFINHOME","Can Fin Homes Limited","EQ","Dividend-25%","2","20-May-2005","-","25-May-2005","31-May-2005"
"HCC","Hindustan Construction Company Limited","EQ","Agm/Dividend-Rs.6/ Per Shbc End Date Revised","1","24-May-2005","-","26-May-2005","08-Jun-2005"
"SONATSOFTW","Sonata Software Limited","EQ","Agm/ Dividend-35%","1","25-May-2005","-","27-May-2005","10-Jun-2005"
"IGS","iGate Global Solutions Limited","EQ","Agm/ Dividend-15%","4","25-May-2005","-","27-May-2005","03-Jun-2005"
"J&KBANK","The Jammu & Kashmir Bank Limited","EQ","Agm/ Dividend-80%","1","26-May-2005","-","30-May-2005","08-Jun-2005"
"HDFCBANK","HDFC Bank Limited","EQ","Agm/ Dividend-45%        Purpose Revised","1","26-May-2005","-","28-May-2005","17-Jun-2005"
"ASAL","Automotive Stampings and Assemblies Limited","EQ","Agm/ Dividend-12%","10","27-May-2005","-","31-May-2005","06-Jun-2005"
"RELCAPITAL","Reliance Capital Limited","EQ","Dividend-30%","10","30-May-2005","-","01-Jun-2005","10-Jun-2005"
"RELINFRA","Reliance Infrastructure Limited","EQ","Dividend-14%","10","30-May-2005","-","01-Jun-2005","08-Jun-2005"
"RAYMOND","Raymond Limited","EQ","Agm/Dividend-40%","10","30-May-2005","-","01-Jun-2005","16-Jun-2005"
"SANOFI","Sanofi India Limited","EQ","Agm/ Final Dividend -125%","10","31-May-2005","-","02-Jun-2005","22-Jun-2005"
"UCOBANK","UCO Bank","EQ","Agm/Dividend-10%","10","01-Jun-2005","-","03-Jun-2005","10-Jun-2005"
"GRUH","Gruh Finance Limited","EQ","Agm/ Dividend-21%","2","01-Jun-2005","-","03-Jun-2005","14-Jun-2005"
"INFY","Infosys Limited","EQ","Agm/ Dividend-130%","5","01-Jun-2005","-","03-Jun-2005","11-Jun-2005"
"JBFIND","JBF Industries Limited","EQ","Dividend-Rs.2/- Per Share","10","02-Jun-2005","-","06-Jun-2005","16-Jun-2005"
"ALBK","Allahabad Bank","EQ","Agm/Egm/Fin Dividend-15%","10","02-Jun-2005","-","04-Jun-2005","15-Jun-2005"
"NIPPOBATRY","Indo-National Limited","EQ","Agm/Dividend-200%","5","03-Jun-2005","-","07-Jun-2005","15-Jun-2005"
"VARUNSHIP","Varun Shipping Company Limited","EQ","Dividend-20%","10","03-Jun-2005","-","07-Jun-2005","16-Jun-2005"
"TVSMOTOR","TVS Motor Company Limited","EQ","2nd Interim Dividend-60%","1","03-Jun-2005","-","07-Jun-2005","10-Jun-2005"
"UNIONBANK","Union Bank of India","EQ","Agm/Final Dividend-15%","10","07-Jun-2005","-","09-Jun-2005","16-Jun-2005"
"TATASTEEL","Tata Steel Limited","EQ","Dividend-130%","1","07-Jun-2005","-","09-Jun-2005","29-Jun-2005"
"PATNI","Patni Computer Systems Limited","EQ","Agm/Dividend-100%","2","07-Jun-2005","-","09-Jun-2005","14-Jun-2005"
"TORNTPHARM","Torrent Pharmaceuticals Limited","EQ","Dividend - Rs.8/- Per Sh","5","09-Jun-2005","-","13-Jun-2005","18-Jun-2005"
"BANKRAJAS","The Bank of Rajasthan Limited","EQ","Agm/Dividend-11%","10","09-Jun-2005","-","11-Jun-2005","17-Jun-2005"
"CMC","CMC Limited","EQ","Agm /Dividend-45%","10","10-Jun-2005","-","14-Jun-2005","17-Jun-2005"
"GESHIPPING","Great Eastern Shipping Company Limited","EQ","Dividend-Rs.3/- Per Share","10","10-Jun-2005","-","14-Jun-2005","24-Jun-2005"
"STAR","Strides Pharma Science Limited","EQ","Agm/ Dividend-15%        Bc Dates Revised","10","13-Jun-2005","-","15-Jun-2005","22-Jun-2005"
"FINPIPE","Finolex Industries Limited","EQ","Agm/ Dividend-30%","2","13-Jun-2005","-","15-Jun-2005","28-Jun-2005"
"RALLIS","Rallis India Limited","EQ","Agm/Dividend-10%","1","15-Jun-2005","-","17-Jun-2005","30-Jun-2005"
"INGERRAND","Ingersoll Rand (India) Limited","EQ","Dividend-30%","10","15-Jun-2005","-","17-Jun-2005","24-Jun-2005"
"IVC","IL&FS Investment Managers Limited","EQ","Agm/ Dividend-30%","2","16-Jun-2005","-","20-Jun-2005","24-Jun-2005"
"JAYSREETEA","Jayshree Tea & Industries Limited","EQ","Agm/ Dividend-20%","5","16-Jun-2005","-","20-Jun-2005","29-Jun-2005"
"OCL","OCL India Limited","EQ","Dividend-50%","2","17-Jun-2005","-","21-Jun-2005","25-Jun-2005"
"SBIN","State Bank of India","EQ","Dividend-Rs.12.50 Per Sha","1","17-Jun-2005","-","21-Jun-2005","30-Jun-2005"
"GAMMONIND","Gammon India Limited","EQ","Dividend-25%","2","17-Jun-2005","-","21-Jun-2005","28-Jun-2005"
"DATAMATICS","Datamatics Global Services Limited","EQ","Agm/Dividend-25%","5","20-Jun-2005","-","22-Jun-2005","28-Jun-2005"
"YOKOGAWA","Yokogawa India Limited","EQ","Agm/Dividend-30%","10","21-Jun-2005","-","23-Jun-2005","30-Jun-2005"
"MAHABANK","Bank of Maharashtra","EQ","Agm/Dividend-14%","10","22-Jun-2005","-","24-Jun-2005","29-Jun-2005"
"ASIANPAINT","Asian Paints Limited","EQ","Agm/Final Dividend-55%","1","22-Jun-2005","-","24-Jun-2005","27-Jun-2005"
"ELECTCAST","Electrosteel Castings Limited","EQ","Dividend-125%","1","23-Jun-2005","-","27-Jun-2005","04-Jul-2005"
"EVERESTIND","Everest Industries Limited","EQ","Agm/ Dividend-50%","10","23-Jun-2005","-","27-Jun-2005","01-Jul-2005"
"HAVELLS","Havells India Limited","EQ","Dividend-50%","1","24-Jun-2005","-","28-Jun-2005","05-Jul-2005"
"BHAGYNAGAR","Bhagyanagar India Limited","EQ","Agm/Dividend-25%","2","27-Jun-2005","-","29-Jun-2005","01-Jul-2005"
"SURANAT&P","Surana Telecom and Power Limited","EQ","Agm/Dividend-20%","1","27-Jun-2005","-","29-Jun-2005","01-Jul-2005"
"MPSLTD","MPS Limited","EQ","Dividend-45%","10","28-Jun-2005","-","30-Jun-2005","04-Jul-2005"
"SUPERSPIN","Super Spinning Mills Limited","EQ","Agm/Dividend-40%","1","29-Jun-2005","-","01-Jul-2005","29-Jul-2005"
"INDORAMTEX","Indo Rama Textiles Limited","EQ","Agm/ Dividend-20%","10","29-Jun-2005","-","01-Jul-2005","15-Jul-2005"
"INDORAMA","Indo Rama Synthetics (India) Limited","EQ","Agm/Final Dividend-30%","10","29-Jun-2005","-","01-Jul-2005","15-Jul-2005"
"BIOCON","Biocon Limited","EQ","Dividend-40%","5","29-Jun-2005","-","01-Jul-2005","20-Jul-2005"
"DABUR","Dabur India Limited","EQ","Agm/Dividend-150%","1","29-Jun-2005","-","01-Jul-2005","15-Jul-2005"
"GRASIM","Grasim Industries Limited","EQ","Dividend-Rs.16 Per Share","2","29-Jun-2005","-","01-Jul-2005","09-Jul-2005"
"SAMTEL","Samtel Color Limited","EQ","Dividend-25%","10","29-Jun-2005","-","01-Jul-2005","08-Jul-2005"
"ORIENTBANK","Oriental Bank of Commerce","EQ","Agm/Dividend-30%","10","29-Jun-2005","-","01-Jul-2005","07-Jul-2005"
"GODAVRFERT","Godavari Fertilisers And Chemicals Limited","EQ","Dividend-10%","10","29-Jun-2005","-","01-Jul-2005","19-Jul-2005"
"HINDALCO","Hindalco Industries Limited","EQ","Dividend-Rs.20 Per Share","1","29-Jun-2005","-","01-Jul-2005","12-Jul-2005"
"HERITGFOOD","Heritage Foods Limited","EQ","Agm/Dividend-30%","5","29-Jun-2005","-","01-Jul-2005","08-Jul-2005"
"COROMANDEL","Coromandel International Limited","EQ","Dividend-75%","1","29-Jun-2005","-","01-Jul-2005","20-Jul-2005"
"BAJFINANCE","Bajaj Finance Limited","EQ","Agm/Dividend-75%","2","29-Jun-2005","-","01-Jul-2005","15-Jul-2005"
"MAHSCOOTER","Maharashtra Scooters Limited","EQ","Agm/Dividend-25%","10","29-Jun-2005","-","01-Jul-2005","15-Jul-2005"
"SHANTIGEAR","Shanthi Gears Limited","EQ","Agm/Dividend-50%","1","29-Jun-2005","-","01-Jul-2005","11-Jul-2005"
"SRF","SRF Limited","EQ","Agm/Dividend-25%","10","29-Jun-2005","-","01-Jul-2005","14-Jul-2005"
"WIPRO","Wipro Limited","EQ","Agm/ Dividend-Rs.5 Per Sh","2","29-Jun-2005","-","01-Jul-2005","11-Jul-2005"
"JTEKTINDIA","Jtekt India Limited","EQ","Agm/ Dividend-50%","1","29-Jun-2005","-","01-Jul-2005","19-Jul-2005"
"BANKINDIA","Bank of India","EQ","Agm/Dividend-10%","10","30-Jun-2005","-","05-Jul-2005","11-Jul-2005"
"KIRLOSOIL","Kirloskar Oil Engines Limited","EQ","Agm/Final Dividend-75%","2","30-Jun-2005","-","05-Jul-2005","15-Jul-2005"
"CENTURYTEX","Century Textiles & Industries Limited","EQ","Agm / Dividend-25%","10","05-Jul-2005","-","07-Jul-2005","26-Jul-2005"
"INDHOTEL","The Indian Hotels Company Limited","EQ","Dividend-100%","1","05-Jul-2005","-","07-Jul-2005","22-Jul-2005"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ","Dividend-Rs. 4/-Per Share","2","06-Jul-2005","-","08-Jul-2005","29-Jul-2005"
"SWARAJENG","Swaraj Engines Limited","EQ","Agm/Dividend-225%","10","06-Jul-2005","-","08-Jul-2005","15-Jul-2005"
"TCS","Tata Consultancy Services Limited","EQ","Agm/Dividend-500%","1","06-Jul-2005","-","08-Jul-2005","19-Jul-2005"
"TODAYS","Todays Writing Instruments Limited","EQ","Agm/Dividend-15%","10","07-Jul-2005","-","11-Jul-2005","13-Jul-2005"
"KARURVYSYA","Karur Vysya Bank Limited","EQ","Agm/Dividend-100%","2","07-Jul-2005","-","11-Jul-2005","21-Jul-2005"
"TATAMETALI","Tata Metaliks Limited","EQ","Agm/ Dividend-60%","10","07-Jul-2005","-","09-Jul-2005","26-Jul-2005"
"ASHOKLEY","Ashok Leyland Limited","EQ","Agm/Dividend-100%","1","07-Jul-2005","-","09-Jul-2005","26-Jul-2005"
"JINDALSTEL","Jindal Steel & Power Limited","EQ","Dividend-200%","1","07-Jul-2005","-","11-Jul-2005","15-Jul-2005"
"KTKBANK","The Karnataka Bank Limited","EQ","Agm/Dividend-20%","10","07-Jul-2005","-","09-Jul-2005","15-Jul-2005"
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ","Dividend-Rs.5/- Per Share","5","07-Jul-2005","-","11-Jul-2005","15-Jul-2005"
"BBTC","Bombay Burmah Trading Corporation Limited","EQ","Agm/Dividend-20%","2","08-Jul-2005","-","12-Jul-2005","26-Jul-2005"
"AKZOINDIA","Akzo Nobel India Limited","EQ","Agm/Dividend-55%         Purpose Revised","10","08-Jul-2005","-","12-Jul-2005","05-Aug-2005"
"FKONCO","Fresenius Kabi Oncology Limited","EQ","Dividend-10%","1","08-Jul-2005","-","12-Jul-2005","18-Jul-2005"
"SALORAINTL","Salora International Limited","EQ","Agm/Dividend-25%","10","08-Jul-2005","-","12-Jul-2005","18-Jul-2005"
"EIHOTEL","EIH Limited","EQ","Agm/Dividend-40%","2","08-Jul-2005","-","12-Jul-2005","27-Jul-2005"
"LIBERTSHOE","Liberty Shoes Limited","EQ","Agm/Dividend @ 60%","10","08-Jul-2005","-","12-Jul-2005","15-Jul-2005"
"POLARIS","POLARIS CONSULTING & SERVICES LIMITED","EQ","Dividend-35%","5","08-Jul-2005","-","12-Jul-2005","22-Jul-2005"
"TATAINVEST","Tata Investment Corporation Limited","EQ","Dividend-120%","10","08-Jul-2005","-","12-Jul-2005","22-Jul-2005"
"TATAELXSI","Tata Elxsi Limited","EQ","Agm/Dividend-55%","10","08-Jul-2005","-","12-Jul-2005","22-Jul-2005"
"OPTOCIRCUI","Opto Circuits (India) Limited","EQ","Agm/Dividend-35%","10","08-Jul-2005","-","12-Jul-2005","15-Jul-2005"
"VEDL","Vedanta Limited","EQ","Dividend-200%","1","11-Jul-2005","-","13-Jul-2005","15-Jul-2005"
