,symbol,companyName,industry,isFNOSec,isETFSec,isDelisted,isin,index
0,TRENT,Trent Limited,Speciality Retail,True,False,False,INE849A03018,NIFTY 50
1,BEL,Bharat Electronics Limited,Aerospace & Defense,True,False,False,INE263A01024,NIFTY 50
2,ADANIENT,Adani Enterprises Limited,Trading - Minerals,True,False,False,INE423A01024,NIFTY 50
3,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Port & Port services,True,False,False,INE742F01042,NIFTY 50
4,M&M,Mahindra & Mahindra Limited,Passenger Cars & Utility Vehicles,True,False,False,INE101A01026,NIFTY 50
5,BAJAJ-AUTO,Bajaj Auto Limited,2/3 Wheelers,True,False,False,INE917I01010,NIFTY 50
6,COALINDIA,Coal India Limited,Coal,True,False,False,INE522F01014,NIFTY 50
7,APOLLOHOSP,Apollo Hospitals Enterprise Limited,Hospital,True,False,False,INE437A01024,NIFTY 50
8,RELIANCE,Reliance Industries Limited,Refineries & Marketing,True,False,False,INE002A01018,NIFTY 50
9,HDFCBANK,HDFC Bank Limited,Private Sector Bank,True,False,False,INE040A01034,NIFTY 50
10,LT,Larsen & Toubro Limited,Civil Construction,True,False,False,INE018A01030,NIFTY 50
11,NTPC,NTPC Limited,Power Generation,True,False,False,INE733E07JE0,NIFTY 50
12,ONGC,Oil & Natural Gas Corporation Limited,Oil Exploration & Production,True,False,False,INE213A01029,NIFTY 50
13,SBIN,State Bank of India,Public Sector Bank,True,False,False,INE062A08041,NIFTY 50
14,BRITANNIA,Britannia Industries Limited,Packaged Foods,True,False,False,INE216A07052,NIFTY 50
15,ULTRACEMCO,UltraTech Cement Limited,Cement & Cement Products,True,False,False,INE481G01011,NIFTY 50
16,ASIANPAINT,Asian Paints Limited,Paints,True,False,False,INE021A01026,NIFTY 50
17,BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE029A01011,NIFTY 50
18,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee,True,False,False,INE192A01025,NIFTY 50
19,INDUSINDBK,IndusInd Bank Limited,Private Sector Bank,True,False,False,INE095A01012,NIFTY 50
20,AXISBANK,Axis Bank Limited,Private Sector Bank,True,False,False,INE238A01034,NIFTY 50
21,SHRIRAMFIN,Shriram Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE721A07HM0,NIFTY 50
22,CIPLA,Cipla Limited,Pharmaceuticals,True,False,False,INE059A01026,NIFTY 50
23,GRASIM,Grasim Industries Limited,Cement & Cement Products,True,False,False,INE047A01021,NIFTY 50
24,KOTAKBANK,Kotak Mahindra Bank Limited,Private Sector Bank,True,False,False,INE237A01028,NIFTY 50
25,EICHERMOT,Eicher Motors Limited,2/3 Wheelers,True,False,False,INE066A01021,NIFTY 50
26,TECHM,Tech Mahindra Limited,Computers - Software & Consulting,True,False,False,INE669C01036,NIFTY 50
27,DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,True,False,False,INE089A08051,NIFTY 50
28,INFY,Infosys Limited,Computers - Software & Consulting,True,False,False,INE009A01021,NIFTY 50
29,HDFCLIFE,HDFC Life Insurance Company Limited,Life Insurance,True,False,False,INE795G01014,NIFTY 50
30,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,True,False,False,INE044A01036,NIFTY 50
31,HEROMOTOCO,Hero MotoCorp Limited,2/3 Wheelers,True,False,False,INE158A01026,NIFTY 50
32,HCLTECH,HCL Technologies Limited,Computers - Software & Consulting,True,False,False,INE860A01027,NIFTY 50
33,ICICIBANK,ICICI Bank Limited,Private Sector Bank,True,False,False,INE090A01021,NIFTY 50
34,NESTLEIND,Nestle India Limited,Packaged Foods,True,False,False,INE239A01024,NIFTY 50
35,MARUTI,Maruti Suzuki India Limited,Passenger Cars & Utility Vehicles,True,False,False,INE585B01010,NIFTY 50
36,BHARTIARTL,Bharti Airtel Limited,Telecom - Cellular & Fixed line services,True,False,False,INE397D01024,NIFTY 50
37,TCS,Tata Consultancy Services Limited,Computers - Software & Consulting,True,False,False,INE467B01029,NIFTY 50
38,POWERGRID,Power Grid Corporation of India Limited,Power - Transmission,True,False,False,INE752E01010,NIFTY 50
39,TATAMOTORS,Tata Motors Limited,Passenger Cars & Utility Vehicles,True,False,False,INE155A01022,NIFTY 50
40,ITC,ITC Limited,Diversified FMCG,True,False,False,INE154A01025,NIFTY 50
41,HINDUNILVR,Hindustan Unilever Limited,Diversified FMCG,True,False,False,INE030A01027,NIFTY 50
42,WIPRO,Wipro Limited,Computers - Software & Consulting,True,False,False,INE075A01022,NIFTY 50
43,BAJFINANCE,Bajaj Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE296A01024,NIFTY 50
44,HINDALCO,Hindalco Industries Limited,Aluminium,True,False,False,IN9038A01010,NIFTY 50
45,JSWSTEEL,JSW Steel Limited,Iron & Steel,True,False,False,INE019A04016,NIFTY 50
46,BAJAJFINSV,Bajaj Finserv Limited,Holding Company,True,False,False,INE918I01026,NIFTY 50
47,TITAN,Titan Company Limited,Gems Jewellery And Watches,True,False,False,INE280A01028,NIFTY 50
48,TATASTEEL,Tata Steel Limited,Iron & Steel,True,False,False,IN9081A01010,NIFTY 50
49,SBILIFE,SBI Life Insurance Company Limited,Life Insurance,True,False,False,INE123W01016,NIFTY 50
50,VBL,Varun Beverages Limited,Other Beverages,False,False,False,INE200M01039,NIFTY NEXT 50
51,ADANIENSOL,Adani Energy Solutions Limited,Power Distribution,False,False,False,INE931S01010,NIFTY NEXT 50
52,JSWENERGY,JSW Energy Limited,Power Generation,False,False,False,INE121E01018,NIFTY NEXT 50
53,PFC,Power Finance Corporation Limited,Financial Institution,True,False,False,INE134E07422,NIFTY NEXT 50
54,IRFC,Indian Railway Finance Corporation Limited,Financial Institution,False,False,False,INE053F07678,NIFTY NEXT 50
55,SIEMENS,Siemens Limited,Heavy Electrical Equipment,True,False,False,INE003A01024,NIFTY NEXT 50
56,ZOMATO,Zomato Limited,E-Retail/ E-Commerce,False,False,False,INE758T01015,NIFTY NEXT 50
57,RECLTD,REC Limited,Financial Institution,True,False,False,INE020B07IF7,NIFTY NEXT 50
58,HAL,Hindustan Aeronautics Limited,Aerospace & Defense,True,False,False,INE066F01020,NIFTY NEXT 50
59,ABB,ABB India Limited,Heavy Electrical Equipment,True,False,False,INE117A01022,NIFTY NEXT 50
60,TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers,True,False,False,INE494B01023,NIFTY NEXT 50
61,NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,True,False,False,INE663F01024,NIFTY NEXT 50
62,BHEL,Bharat Heavy Electricals Limited,Heavy Electrical Equipment,True,False,False,INE257A01026,NIFTY NEXT 50
63,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,True,False,False,INE685A01028,NIFTY NEXT 50
64,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Non Banking Financial Company (NBFC),True,False,False,INE121A13011,NIFTY NEXT 50
65,ADANIGREEN,Adani Green Energy Limited,Power Generation,False,False,False,INE364U01010,NIFTY NEXT 50
66,LICI,Life Insurance Corporation Of India,Life Insurance,False,False,False,INE0J1Y01017,NIFTY NEXT 50
67,TATAPOWER,Tata Power Company Limited,Integrated Power Utilities,True,False,False,INE245A01021,NIFTY NEXT 50
68,AMBUJACEM,Ambuja Cements Limited,Cement & Cement Products,True,False,False,INE079A01024,NIFTY NEXT 50
69,BOSCHLTD,Bosch Limited,Auto Components & Equipments,True,False,False,INE323A01026,NIFTY NEXT 50
70,ATGL,Adani Total Gas Limited,LPG/CNG/PNG/LNG Supplier,False,False,False,INE399L01023,NIFTY NEXT 50
71,MOTHERSON,Samvardhana Motherson International Limited,Auto Components & Equipments,True,False,False,INE775A01035,NIFTY NEXT 50
72,DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,True,False,False,INE361B01024,NIFTY NEXT 50
73,INDIGO,InterGlobe Aviation Limited,Airline,True,False,False,INE646L01027,NIFTY NEXT 50
74,ADANIPOWER,Adani Power Limited,Integrated Power Utilities,False,False,False,INE814H01011,NIFTY NEXT 50
75,JIOFIN,Jio Financial Services Limited,Non Banking Financial Company (NBFC),False,False,False,INE758E01017,NIFTY NEXT 50
76,IRCTC,Indian Railway Catering And Tourism Corporation Limited,Tour Travel Related Services,True,False,False,INE335Y01020,NIFTY NEXT 50
77,BANKBARODA,Bank of Baroda,Public Sector Bank,True,False,False,INE028A01039,NIFTY NEXT 50
78,HAVELLS,Havells India Limited,Consumer Electronics,True,False,False,INE176B01034,NIFTY NEXT 50
79,DLF,DLF Limited,Residential Commercial Projects,True,False,False,INE271C01023,NIFTY NEXT 50
80,LTIM,LTIMindtree Limited,Computers - Software & Consulting,True,False,False,INE214T01019,NIFTY NEXT 50
81,CANBK,Canara Bank,Public Sector Bank,True,False,False,INE476A01022,NIFTY NEXT 50
82,UNITDSPR,United Spirits Limited,Breweries & Distilleries,True,False,False,INE854D01024,NIFTY NEXT 50
83,IOC,Indian Oil Corporation Limited,Refineries & Marketing,True,False,False,INE242A01010,NIFTY NEXT 50
84,PIDILITIND,Pidilite Industries Limited,Specialty Chemicals,True,False,False,INE318A01026,NIFTY NEXT 50
85,SHREECEM,SHREE CEMENT LIMITED,Cement & Cement Products,True,False,False,INE070A01015,NIFTY NEXT 50
86,UNIONBANK,Union Bank of India,Public Sector Bank,False,False,False,INE692A01016,NIFTY NEXT 50
87,GAIL,GAIL (India) Limited,Gas Transmission/Marketing,True,False,False,INE129A01019,NIFTY NEXT 50
88,NHPC,NHPC Limited,Power Generation,False,False,False,INE848E07542,NIFTY NEXT 50
89,PNB,Punjab National Bank,Public Sector Bank,True,False,False,INE160A01022,NIFTY NEXT 50
90,ZYDUSLIFE,Zydus Lifesciences Limited,Pharmaceuticals,True,False,False,INE010B01027,NIFTY NEXT 50
91,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Life Insurance,True,False,False,INE726G01019,NIFTY NEXT 50
92,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Holding Company,False,False,False,INE118A01012,NIFTY NEXT 50
93,ICICIGI,ICICI Lombard General Insurance Company Limited,General Insurance,True,False,False,INE765G01017,NIFTY NEXT 50
94,DABUR,Dabur India Limited,Personal Care,True,False,False,INE016A01026,NIFTY NEXT 50
95,VEDL,Vedanta Limited,Diversified Metals,True,False,False,INE205A01025,NIFTY NEXT 50
96,DMART,Avenue Supermarts Limited,Diversified Retail,False,False,False,INE192R01011,NIFTY NEXT 50
97,LODHA,Macrotech Developers Limited,Residential Commercial Projects,False,False,False,INE670K01029,NIFTY NEXT 50
98,JINDALSTEL,Jindal Steel & Power Limited,Iron & Steel,True,False,False,INE749A01030,NIFTY NEXT 50
99,GODREJCP,Godrej Consumer Products Limited,Personal Care,True,False,False,INE102D01028,NIFTY NEXT 50
100,DIXON,Dixon Technologies (India) Limited,Consumer Electronics,True,False,False,INE935N01020,NIFTY MIDCAP 50
101,INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,True,False,False,INE053A07133,NIFTY MIDCAP 50
102,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY MIDCAP 50
103,SUZLON,Suzlon Energy Limited,Heavy Electrical Equipment,False,False,False,INE040H01021,NIFTY MIDCAP 50
104,CUMMINSIND,Cummins India Limited,Compressors Pumps & Diesel Engines,True,False,False,INE298A01020,NIFTY MIDCAP 50
105,IDEA,Vodafone Idea Limited,Telecom - Cellular & Fixed line services,True,False,False,INE669E01016,NIFTY MIDCAP 50
106,GODREJPROP,Godrej Properties Limited,Residential Commercial Projects,True,False,False,INE484J01027,NIFTY MIDCAP 50
107,BHARATFORG,Bharat Forge Limited,Auto Components & Equipments,True,False,False,INE465A01025,NIFTY MIDCAP 50
108,MARICO,Marico Limited,Edible Oil,True,False,False,INE196A01026,NIFTY MIDCAP 50
109,POLYCAB,Polycab India Limited,Cables - Electricals,True,False,False,INE455K01017,NIFTY MIDCAP 50
110,CGPOWER,CG Power and Industrial Solutions Limited,Heavy Electrical Equipment,False,False,False,INE067A01029,NIFTY MIDCAP 50
111,INDUSTOWER,Indus Towers Limited,Telecom - Infrastructure,True,False,False,INE121J01017,NIFTY MIDCAP 50
112,OFSS,Oracle Financial Services Software Limited,Software Products,True,False,False,INE881D01027,NIFTY MIDCAP 50
113,CONCOR,Container Corporation of India Limited,Logistics Solution Provider,True,False,False,INE111A01025,NIFTY MIDCAP 50
114,VOLTAS,Voltas Limited,Household Appliances,True,False,False,INE226A01021,NIFTY MIDCAP 50
115,GMRINFRA,GMR Airports Infrastructure Limited,Airport & Airport services,True,False,False,INE776C01039,NIFTY MIDCAP 50
116,LTF,L&T Finance Limited,Investment Company,True,False,False,INE498L01015,NIFTY MIDCAP 50
117,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY MIDCAP 50
118,PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE347G01014,NIFTY MIDCAP 50
119,FEDERALBNK,The Federal Bank  Limited,Private Sector Bank,True,False,False,INE171A01029,NIFTY MIDCAP 50
120,PIIND,PI Industries Limited,Pesticides & Agrochemicals,True,False,False,INE603J01030,NIFTY MIDCAP 50
121,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY MIDCAP 50
122,ACC,ACC Limited,Cement & Cement Products,True,False,False,INE012A01025,NIFTY MIDCAP 50
123,HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company,True,False,False,INE127D01025,NIFTY MIDCAP 50
124,YESBANK,Yes Bank Limited,Private Sector Bank,False,False,False,INE528G01035,NIFTY MIDCAP 50
125,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY MIDCAP 50
126,PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting,True,False,False,INE262H01021,NIFTY MIDCAP 50
127,IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank,True,False,False,INE092T08CG7,NIFTY MIDCAP 50
128,SRF,SRF Limited,Specialty Chemicals,True,False,False,INE647A01010,NIFTY MIDCAP 50
129,TATACOMM,Tata Communications Limited,Telecom - Cellular & Fixed line services,True,False,False,INE151A01013,NIFTY MIDCAP 50
130,OBEROIRLTY,Oberoi Realty Limited,Residential Commercial Projects,True,False,False,INE093I01010,NIFTY MIDCAP 50
131,SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,False,False,False,INE195A01028,NIFTY MIDCAP 50
132,MPHASIS,MphasiS Limited,Computers - Software & Consulting,True,False,False,INE356A01018,NIFTY MIDCAP 50
133,COLPAL,Colgate Palmolive (India) Limited,Personal Care,True,False,False,INE259A01022,NIFTY MIDCAP 50
134,KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting,False,False,False,INE04I401011,NIFTY MIDCAP 50
135,MRF,MRF Limited,Tyres & Rubber Products,True,False,False,INE883A01011,NIFTY MIDCAP 50
136,ASTRAL,Astral Limited,Plastic Products - Industrial,True,False,False,INE006I01046,NIFTY MIDCAP 50
137,SUNDARMFIN,Sundaram Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE660A01013,NIFTY MIDCAP 50
138,ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,True,False,False,INE208A01029,NIFTY MIDCAP 50
139,SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE018E01016,NIFTY MIDCAP 50
140,MUTHOOTFIN,Muthoot Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE414G07233,NIFTY MIDCAP 50
141,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE094A01015,NIFTY MIDCAP 50
142,UPL,UPL Limited,Pesticides & Agrochemicals,True,False,False,INE628A03024,NIFTY MIDCAP 50
143,ABCAPITAL,Aditya Birla Capital Limited,Investment Company,True,False,False,INE674K01013,NIFTY MIDCAP 50
144,AUBANK,AU Small Finance Bank Limited,Other Bank,True,False,False,INE949L01017,NIFTY MIDCAP 50
145,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY MIDCAP 50
146,PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,False,False,False,INE211B01039,NIFTY MIDCAP 50
147,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY MIDCAP 50
148,POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),False,False,False,INE417T01026,NIFTY MIDCAP 50
149,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY MIDCAP 50
150,PAYTM,One 97 Communications Limited,Financial Technology (Fintech),False,False,False,INE982J01020,NIFTY MIDCAP 100
151,BSE,BSE Limited,Exchange and Data Platform,False,False,False,INE118H01025,NIFTY MIDCAP 100
152,HUDCO,Housing & Urban Development Corporation Limited,Financial Institution,False,False,False,INE031A07873,NIFTY MIDCAP 100
153,RVNL,Rail Vikas Nigam Limited,Civil Construction,False,False,False,INE415G01027,NIFTY MIDCAP 100
154,DIXON,Dixon Technologies (India) Limited,Consumer Electronics,True,False,False,INE935N01020,NIFTY MIDCAP 100
155,IREDA,Indian Renewable Energy Development Agency Limited,Financial Institution,False,False,False,INE202E07112,NIFTY MIDCAP 100
156,BALKRISIND,Balkrishna Industries Limited,Tyres & Rubber Products,True,False,False,INE787D01026,NIFTY MIDCAP 100
157,IRB,IRB Infrastructure Developers Limited,Civil Construction,False,False,False,INE821I01022,NIFTY MIDCAP 100
158,SOLARINDS,Solar Industries India Limited,Explosives,False,False,False,INE343H01029,NIFTY MIDCAP 100
159,INDHOTEL,The Indian Hotels Company Limited,Hotels & Resorts,True,False,False,INE053A08081,NIFTY MIDCAP 100
160,PRESTIGE,Prestige Estates Projects Limited,Residential Commercial Projects,False,False,False,INE811K01011,NIFTY MIDCAP 100
161,COCHINSHIP,Cochin Shipyard Limited,Ship Building & Allied Services,False,False,False,INE704P01025,NIFTY MIDCAP 100
162,BHARTIHEXA,Bharti Hexacom Limited,Telecom - Cellular & Fixed line services,False,False,False,INE343G01021,NIFTY MIDCAP 100
163,MAZDOCK,Mazagon Dock Shipbuilders Limited,Ship Building & Allied Services,False,False,False,INE249Z01012,NIFTY MIDCAP 100
164,MAXHEALTH,Max Healthcare Institute Limited,Hospital,False,False,False,INE027H01010,NIFTY MIDCAP 100
165,SUZLON,Suzlon Energy Limited,Heavy Electrical Equipment,False,False,False,INE040H01021,NIFTY MIDCAP 100
166,FACT,Fertilizers and Chemicals Travancore Limited,Fertilizers,False,False,False,INE188A01015,NIFTY MIDCAP 100
167,IOB,Indian Overseas Bank,Public Sector Bank,False,False,False,INE565A01014,NIFTY MIDCAP 100
168,NLCINDIA,NLC India Limited,Power Generation,False,False,False,INE589A01014,NIFTY MIDCAP 100
169,CUMMINSIND,Cummins India Limited,Compressors Pumps & Diesel Engines,True,False,False,INE298A01020,NIFTY MIDCAP 100
170,IDEA,Vodafone Idea Limited,Telecom - Cellular & Fixed line services,True,False,False,INE669E01016,NIFTY MIDCAP 100
171,BDL,Bharat Dynamics Limited,Aerospace & Defense,False,False,False,INE171Z01026,NIFTY MIDCAP 100
172,ABFRL,Aditya Birla Fashion and Retail Limited,Speciality Retail,True,False,False,INE647O01011,NIFTY MIDCAP 100
173,GODREJPROP,Godrej Properties Limited,Residential Commercial Projects,True,False,False,INE484J01027,NIFTY MIDCAP 100
174,PATANJALI,Patanjali Foods Limited,Edible Oil,False,False,False,INE619A01035,NIFTY MIDCAP 100
175,OIL,Oil India Limited,Oil Exploration & Production,False,False,False,INE274J01014,NIFTY MIDCAP 100
176,EXIDEIND,Exide Industries Limited,Auto Components & Equipments,True,False,False,INE302A01020,NIFTY MIDCAP 100
177,BHARATFORG,Bharat Forge Limited,Auto Components & Equipments,True,False,False,INE465A01025,NIFTY MIDCAP 100
178,HINDZINC,Hindustan Zinc Limited,Zinc,False,False,False,INE267A01025,NIFTY MIDCAP 100
179,MARICO,Marico Limited,Edible Oil,True,False,False,INE196A01026,NIFTY MIDCAP 100
180,JSWINFRA,JSW Infrastructure Limited,Port & Port services,False,False,False,INE880J01026,NIFTY MIDCAP 100
181,POLYCAB,Polycab India Limited,Cables - Electricals,True,False,False,INE455K01017,NIFTY MIDCAP 100
182,DELHIVERY,Delhivery Limited,Logistics Solution Provider,False,False,False,INE148O01028,NIFTY MIDCAP 100
183,CGPOWER,CG Power and Industrial Solutions Limited,Heavy Electrical Equipment,False,False,False,INE067A01029,NIFTY MIDCAP 100
184,INDUSTOWER,Indus Towers Limited,Telecom - Infrastructure,True,False,False,INE121J01017,NIFTY MIDCAP 100
185,OFSS,Oracle Financial Services Software Limited,Software Products,True,False,False,INE881D01027,NIFTY MIDCAP 100
186,IDBI,IDBI Bank Limited,Private Sector Bank,False,False,False,INE008A08093,NIFTY MIDCAP 100
187,CONCOR,Container Corporation of India Limited,Logistics Solution Provider,True,False,False,INE111A01025,NIFTY MIDCAP 100
188,VOLTAS,Voltas Limited,Household Appliances,True,False,False,INE226A01021,NIFTY MIDCAP 100
189,GMRINFRA,GMR Airports Infrastructure Limited,Airport & Airport services,True,False,False,INE776C01039,NIFTY MIDCAP 100
190,LTF,L&T Finance Limited,Investment Company,True,False,False,INE498L01015,NIFTY MIDCAP 100
191,SJVN,SJVN Limited,Power Generation,False,False,False,INE002L01015,NIFTY MIDCAP 100
192,LUPIN,Lupin Limited,Pharmaceuticals,True,False,False,INE326A01037,NIFTY MIDCAP 100
193,MAHABANK,Bank of Maharashtra,Public Sector Bank,False,False,False,INE457A01014,NIFTY MIDCAP 100
194,BANDHANBNK,Bandhan Bank Limited,Private Sector Bank,True,False,False,INE545U01014,NIFTY MIDCAP 100
195,PAGEIND,Page Industries Limited,Garments & Apparels,True,False,False,INE761H01022,NIFTY MIDCAP 100
196,MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries & Marketing,False,False,False,INE103A01014,NIFTY MIDCAP 100
197,PETRONET,Petronet LNG Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE347G01014,NIFTY MIDCAP 100
198,FEDERALBNK,The Federal Bank  Limited,Private Sector Bank,True,False,False,INE171A01029,NIFTY MIDCAP 100
199,PIIND,PI Industries Limited,Pesticides & Agrochemicals,True,False,False,INE603J01030,NIFTY MIDCAP 100
200,INDIANB,Indian Bank,Public Sector Bank,False,False,False,INE562A01011,NIFTY MIDCAP 100
201,COFORGE,Coforge Limited,Computers - Software & Consulting,True,False,False,INE591G01017,NIFTY MIDCAP 100
202,TATAELXSI,Tata Elxsi Limited,Computers - Software & Consulting,False,False,False,INE670A01012,NIFTY MIDCAP 100
203,LICHSGFIN,LIC Housing Finance Limited,Housing Finance Company,True,False,False,INE115A01026,NIFTY MIDCAP 100
204,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY MIDCAP 100
205,ACC,ACC Limited,Cement & Cement Products,True,False,False,INE012A01025,NIFTY MIDCAP 100
206,TATATECH,Tata Technologies Limited,IT Enabled Services,False,False,False,INE142M01025,NIFTY MIDCAP 100
207,HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company,True,False,False,INE127D01025,NIFTY MIDCAP 100
208,YESBANK,Yes Bank Limited,Private Sector Bank,False,False,False,INE528G01035,NIFTY MIDCAP 100
209,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY MIDCAP 100
210,MANKIND,Mankind Pharma Limited,Pharmaceuticals,False,False,False,INE634S01028,NIFTY MIDCAP 100
211,PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting,True,False,False,INE262H01021,NIFTY MIDCAP 100
212,APOLLOTYRE,Apollo Tyres Limited,Tyres & Rubber Products,True,False,False,INE438A01022,NIFTY MIDCAP 100
213,IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank,True,False,False,INE092T08CF9,NIFTY MIDCAP 100
214,SRF,SRF Limited,Specialty Chemicals,True,False,False,INE647A01010,NIFTY MIDCAP 100
215,TATACOMM,Tata Communications Limited,Telecom - Cellular & Fixed line services,True,False,False,INE151A01013,NIFTY MIDCAP 100
216,KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches,False,False,False,INE303R01014,NIFTY MIDCAP 100
217,OBEROIRLTY,Oberoi Realty Limited,Residential Commercial Projects,True,False,False,INE093I01010,NIFTY MIDCAP 100
218,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY MIDCAP 100
219,SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,False,False,False,INE195A01028,NIFTY MIDCAP 100
220,TORNTPOWER,Torrent Power Limited,Integrated Power Utilities,False,False,False,INE813H01021,NIFTY MIDCAP 100
221,MPHASIS,MphasiS Limited,Computers - Software & Consulting,True,False,False,INE356A01018,NIFTY MIDCAP 100
222,COLPAL,Colgate Palmolive (India) Limited,Personal Care,True,False,False,INE259A01022,NIFTY MIDCAP 100
223,TIINDIA,Tube Investments of India Limited,Auto Components & Equipments,False,False,False,INE974X01010,NIFTY MIDCAP 100
224,TATACHEM,Tata Chemicals Limited,Commodity Chemicals,True,False,False,INE344201012,NIFTY MIDCAP 100
225,KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting,False,False,False,INE04I401011,NIFTY MIDCAP 100
226,MRF,MRF Limited,Tyres & Rubber Products,True,False,False,INE883A01011,NIFTY MIDCAP 100
227,ASTRAL,Astral Limited,Plastic Products - Industrial,True,False,False,INE006I01046,NIFTY MIDCAP 100
228,ESCORTS,Escorts Kubota Limited,Tractors,True,False,False,INE042A07052,NIFTY MIDCAP 100
229,BANKINDIA,Bank of India,Public Sector Bank,False,False,False,INE084A01016,NIFTY MIDCAP 100
230,SUNDARMFIN,Sundaram Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE660A01013,NIFTY MIDCAP 100
231,ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,True,False,False,INE208A01029,NIFTY MIDCAP 100
232,SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE018E01016,NIFTY MIDCAP 100
233,MUTHOOTFIN,Muthoot Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE414G07233,NIFTY MIDCAP 100
234,MFSL,Max Financial Services Limited,Life Insurance,True,False,False,INE180A01020,NIFTY MIDCAP 100
235,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE169701013,NIFTY MIDCAP 100
236,NYKAA,FSN E-Commerce Ventures Limited,E-Retail/ E-Commerce,False,False,False,INE388Y01029,NIFTY MIDCAP 100
237,SONACOMS,Sona BLW Precision Forgings Limited,Auto Components & Equipments,False,False,False,INE073K01018,NIFTY MIDCAP 100
238,JUBLFOOD,Jubilant Foodworks Limited,Restaurants,True,False,False,INE797F01020,NIFTY MIDCAP 100
239,UPL,UPL Limited,Pesticides & Agrochemicals,True,False,False,INE628A01036,NIFTY MIDCAP 100
240,ABCAPITAL,Aditya Birla Capital Limited,Investment Company,True,False,False,INE674K01013,NIFTY MIDCAP 100
241,AUBANK,AU Small Finance Bank Limited,Other Bank,True,False,False,INE949L01017,NIFTY MIDCAP 100
242,M&MFIN,Mahindra & Mahindra Financial Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE774D08MG3,NIFTY MIDCAP 100
243,POONAWALLA,Poonawalla Fincorp Limited,Non Banking Financial Company (NBFC),False,False,False,INE511C01022,NIFTY MIDCAP 100
244,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY MIDCAP 100
245,PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,False,False,False,INE211B01039,NIFTY MIDCAP 100
