,symbol,companyName,industry,isFNOSec,isETFSec,isDelisted,isin,index
996,APTUS,Aptus Value Housing Finance India Limited,Housing Finance Company,False,False,False,INE852O01025,NIFTY MIDSMALLCAP 400
997,THERMAX,Thermax Limited,Heavy Electrical Equipment,False,False,False,INE152A01029,NIFTY MIDSMALLCAP 400
998,FEDERALBNK,The Federal Bank  Limited,Private Sector Bank,True,False,False,INE171A01029,NIFTY MIDSMALLCAP 400
999,ANANDRATHI,Anand Rathi Wealth Limited,Financial Products Distributor,False,False,False,INE463V01026,NIFTY MIDSMALLCAP 400
1000,WHIRLPOOL,Whirlpool of India Limited,Household Appliances,False,False,False,INE716A01013,NIFTY MIDSMALLCAP 400
1001,POLYMED,Poly Medicure Limited,Medical Equipment & Supplies,False,False,False,INE205C01021,NIFTY MIDSMALLCAP 400
1002,CENTURYPLY,Century Plyboards (India) Limited,Plywood Boards/ Laminates,False,False,False,INE348B01021,NIFTY MIDSMALLCAP 400
1003,ABBOTINDIA,Abbott India Limited,Pharmaceuticals,True,False,False,INE358A01014,NIFTY MIDSMALLCAP 400
1004,TV18BRDCST,TV18 Broadcast Limited,TV Broadcasting & Software Production,False,False,False,IN9886H01017,NIFTY MIDSMALLCAP 400
1005,RITES,RITES Limited,Civil Construction,False,False,False,INE320J01015,NIFTY MIDSMALLCAP 400
1006,PIIND,PI Industries Limited,Pesticides & Agrochemicals,True,False,False,INE603J01030,NIFTY MIDSMALLCAP 400
1007,JBMA,JBM Auto Limited,Auto Components & Equipments,False,False,False,INE927D01044,NIFTY MIDSMALLCAP 400
1008,HONAUT,Honeywell Automation India Limited,Industrial Products,False,False,False,INE671A01010,NIFTY MIDSMALLCAP 400
1009,KFINTECH,Kfin Technologies Limited,Depositories Clearing Houses and Other Intermediaries,False,False,False,INE138Y01010,NIFTY MIDSMALLCAP 400
1010,CEATLTD,CEAT Limited,Tyres & Rubber Products,False,False,False,INE482A01020,NIFTY MIDSMALLCAP 400
1011,INDIANB,Indian Bank,Public Sector Bank,False,False,False,INE562A01011,NIFTY MIDSMALLCAP 400
1012,BIRLACORPN,Birla Corporation Limited,Cement & Cement Products,False,False,False,INE340A01012,NIFTY MIDSMALLCAP 400
1013,GRANULES,Granules India Limited,Pharmaceuticals,True,False,False,INE101D01020,NIFTY MIDSMALLCAP 400
1014,JKCEMENT,JK Cement Limited,Cement & Cement Products,True,False,False,INE823G01014,NIFTY MIDSMALLCAP 400
1015,NIACL,The New India Assurance Company Limited,General Insurance,False,False,False,INE470Y01017,NIFTY MIDSMALLCAP 400
1016,MAHLIFE,Mahindra Lifespace Developers Limited,Residential Commercial Projects,False,False,False,INE813A01018,NIFTY MIDSMALLCAP 400
1017,VARROC,Varroc Engineering Limited,Auto Components & Equipments,False,False,False,INE665L01035,NIFTY MIDSMALLCAP 400
1018,COFORGE,Coforge Limited,Computers - Software & Consulting,True,False,False,INE591G01017,NIFTY MIDSMALLCAP 400
1019,TATAINVEST,Tata Investment Corporation Limited,Investment Company,False,False,False,INE672A13013,NIFTY MIDSMALLCAP 400
1020,USHAMART,Usha Martin Limited,Iron & Steel Products,False,False,False,INE228A01035,NIFTY MIDSMALLCAP 400
1021,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,False,False,False,INE987B01026,NIFTY MIDSMALLCAP 400
1022,ECLERX,eClerx Services Limited,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),False,False,False,INE738I01010,NIFTY MIDSMALLCAP 400
1023,FIVESTAR,Five-Star Business Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE128S01021,NIFTY MIDSMALLCAP 400
1024,CGCL,Capri Global Capital Limited,Non Banking Financial Company (NBFC),False,False,False,INE180C01042,NIFTY MIDSMALLCAP 400
1025,TATAELXSI,Tata Elxsi Limited,Computers - Software & Consulting,False,False,False,INE670A01012,NIFTY MIDSMALLCAP 400
1026,LICHSGFIN,LIC Housing Finance Limited,Housing Finance Company,True,False,False,INE115A01026,NIFTY MIDSMALLCAP 400
1027,HSCL,Himadri Speciality Chemical Limited,Specialty Chemicals,False,False,False,INE019C01026,NIFTY MIDSMALLCAP 400
1028,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,True,False,False,INE540L01014,NIFTY MIDSMALLCAP 400
1029,ACC,ACC Limited,Cement & Cement Products,True,False,False,INE012A01025,NIFTY MIDSMALLCAP 400
1030,RAJESHEXPO,Rajesh Exports Limited,Gems Jewellery And Watches,False,False,False,INE343B01030,NIFTY MIDSMALLCAP 400
1031,TATATECH,Tata Technologies Limited,IT Enabled Services,False,False,False,INE142M01025,NIFTY MIDSMALLCAP 400
1032,NCC,NCC Limited,Civil Construction,False,False,False,INE868B01028,NIFTY MIDSMALLCAP 400
1033,AARTIIND,Aarti Industries Limited,Specialty Chemicals,True,False,False,INE769A01020,NIFTY MIDSMALLCAP 400
1034,HDFCAMC,HDFC Asset Management Company Limited,Asset Management Company,True,False,False,INE127D01025,NIFTY MIDSMALLCAP 400
1035,YESBANK,Yes Bank Limited,Private Sector Bank,False,False,False,INE528G01035,NIFTY MIDSMALLCAP 400
1036,ABSLAMC,Aditya Birla Sun Life AMC Limited,Asset Management Company,False,False,False,INE404A01024,NIFTY MIDSMALLCAP 400
1037,360ONE,360 ONE WAM LIMITED,Stockbroking & Allied,False,False,False,INE466L01038,NIFTY MIDSMALLCAP 400
1038,KPIL,Kalpataru Projects International Limited,Civil Construction,False,False,False,INE220B01022,NIFTY MIDSMALLCAP 400
1039,VGUARD,V-Guard Industries Limited,Household Appliances,False,False,False,INE951I01027,NIFTY MIDSMALLCAP 400
1040,AFFLE,Affle (India) Limited,IT Enabled Services,False,False,False,INE00WC01027,NIFTY MIDSMALLCAP 400
1041,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,True,False,False,INE406A01037,NIFTY MIDSMALLCAP 400
1042,MANKIND,Mankind Pharma Limited,Pharmaceuticals,False,False,False,INE634S01028,NIFTY MIDSMALLCAP 400
1043,PERSISTENT,Persistent Systems Limited,Computers - Software & Consulting,True,False,False,INE262H01021,NIFTY MIDSMALLCAP 400
1044,GODREJAGRO,Godrej Agrovet Limited,Animal Feed,False,False,False,INE850D01014,NIFTY MIDSMALLCAP 400
1045,APARINDS,Apar Industries Limited,Other Electrical Equipment,False,False,False,INE372A01015,NIFTY MIDSMALLCAP 400
1046,DBREALTY,Valor Estate Limited,Residential Commercial Projects,False,False,False,INE879I01012,NIFTY MIDSMALLCAP 400
1047,SAMMAANCAP,Sammaan Capital Limited,Housing Finance Company,False,False,False,INE148I07KS0,NIFTY MIDSMALLCAP 400
1048,BIKAJI,Bikaji Foods International Limited,Packaged Foods,False,False,False,INE00E101023,NIFTY MIDSMALLCAP 400
1049,CHEMPLASTS,Chemplast Sanmar Limited,Commodity Chemicals,False,False,False,INE488A01050,NIFTY MIDSMALLCAP 400
1050,DEEPAKNTR,Deepak Nitrite Limited,Specialty Chemicals,True,False,False,INE288B01029,NIFTY MIDSMALLCAP 400
1051,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Commodity Chemicals,True,False,False,INE113A01013,NIFTY MIDSMALLCAP 400
1052,APOLLOTYRE,Apollo Tyres Limited,Tyres & Rubber Products,True,False,False,INE438A01022,NIFTY MIDSMALLCAP 400
1053,IDFCFIRSTB,IDFC First Bank Limited,Private Sector Bank,True,False,False,INE092T08CF9,NIFTY MIDSMALLCAP 400
1054,INOXINDIA,INOX India Limited,Other Industrial Products,False,False,False,INE616N01034,NIFTY MIDSMALLCAP 400
1055,GSFC,Gujarat State Fertilizers & Chemicals Limited,Fertilizers,False,False,False,INE026A01025,NIFTY MIDSMALLCAP 400
1056,GUJGASLTD,Gujarat Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE844O01030,NIFTY MIDSMALLCAP 400
1057,RAYMOND,Raymond Limited,Residential Commercial Projects,False,False,False,INE301A01014,NIFTY MIDSMALLCAP 400
1058,RAINBOW,Rainbow Childrens Medicare Limited,Hospital,False,False,False,INE961O01016,NIFTY MIDSMALLCAP 400
1059,SRF,SRF Limited,Specialty Chemicals,True,False,False,INE647A01010,NIFTY MIDSMALLCAP 400
1060,TATACOMM,Tata Communications Limited,Telecom - Cellular & Fixed line services,True,False,False,INE151A01013,NIFTY MIDSMALLCAP 400
1061,KIMS,Krishna Institute of Medical Sciences Limited,Hospital,False,False,False,INE967H01025,NIFTY MIDSMALLCAP 400
1062,KALYANKJIL,Kalyan Jewellers India Limited,Gems Jewellery And Watches,False,False,False,INE303R01014,NIFTY MIDSMALLCAP 400
1063,TBOTEK,TBO Tek Limited,Tour Travel Related Services,False,False,False,INE673O01025,NIFTY MIDSMALLCAP 400
1064,WELCORP,Welspun Corp Limited,Iron & Steel Products,False,False,False,INE191B01025,NIFTY MIDSMALLCAP 400
1065,CREDITACC,CREDITACCESS GRAMEEN LIMITED,Microfinance Institutions,False,False,False,INE741K01010,NIFTY MIDSMALLCAP 400
1066,PNBHOUSING,PNB Housing Finance Limited,Housing Finance Company,False,False,False,INE572E01012,NIFTY MIDSMALLCAP 400
1067,OBEROIRLTY,Oberoi Realty Limited,Residential Commercial Projects,True,False,False,INE093I01010,NIFTY MIDSMALLCAP 400
1068,BIOCON,Biocon Limited,Pharmaceuticals,True,False,False,INE376G01013,NIFTY MIDSMALLCAP 400
1069,SYNGENE,Syngene International Limited,Healthcare Research Analytics & Technology,True,False,False,INE398R01022,NIFTY MIDSMALLCAP 400
1070,EQUITASBNK,Equitas Small Finance Bank Limited,Other Bank,False,False,False,INE063P01018,NIFTY MIDSMALLCAP 400
1071,SUPREMEIND,Supreme Industries Limited,Plastic Products - Industrial,False,False,False,INE195A01028,NIFTY MIDSMALLCAP 400
1072,BAYERCROP,Bayer Cropscience Limited,Pesticides & Agrochemicals,False,False,False,INE462A01022,NIFTY MIDSMALLCAP 400
1073,BERGEPAINT,Berger Paints (I) Limited,Paints,True,False,False,INE463A01038,NIFTY MIDSMALLCAP 400
1074,ISEC,ICICI Securities Limited,Stockbroking & Allied,False,False,False,INE763G01038,NIFTY MIDSMALLCAP 400
1075,BSOFT,BIRLASOFT LIMITED,Computers - Software & Consulting,True,False,False,INE836A01035,NIFTY MIDSMALLCAP 400
1076,WESTLIFE,WESTLIFE FOODWORLD LIMITED,Restaurants,False,False,False,INE274F01020,NIFTY MIDSMALLCAP 400
1077,TORNTPOWER,Torrent Power Limited,Integrated Power Utilities,False,False,False,INE813H01021,NIFTY MIDSMALLCAP 400
1078,ARE&M,Amara Raja Energy & Mobility Limited,Auto Components & Equipments,False,False,False,INE885A01032,NIFTY MIDSMALLCAP 400
1079,AAVAS,Aavas Financiers Limited,Housing Finance Company,False,False,False,INE216P01012,NIFTY MIDSMALLCAP 400
1080,NAVINFLUOR,Navin Fluorine International Limited,Specialty Chemicals,True,False,False,INE048G01026,NIFTY MIDSMALLCAP 400
1081,RKFORGE,Ramkrishna Forgings Limited,Auto Components & Equipments,False,False,False,INE399G01023,NIFTY MIDSMALLCAP 400
1082,3MINDIA,3M India Limited,Diversified,False,False,False,INE470A01017,NIFTY MIDSMALLCAP 400
1083,GODREJIND,Godrej Industries Limited,Diversified,False,False,False,INE233A01035,NIFTY MIDSMALLCAP 400
1084,MPHASIS,MphasiS Limited,Computers - Software & Consulting,True,False,False,INE356A01018,NIFTY MIDSMALLCAP 400
1085,MASTEK,Mastek Limited,Computers - Software & Consulting,False,False,False,INE759A01021,NIFTY MIDSMALLCAP 400
1086,CROMPTON,Crompton Greaves Consumer Electricals Limited,Household Appliances,True,False,False,INE299U01018,NIFTY MIDSMALLCAP 400
1087,COLPAL,Colgate Palmolive (India) Limited,Personal Care,True,False,False,INE259A01022,NIFTY MIDSMALLCAP 400
1088,AEGISLOG,Aegis Logistics Limited,Trading - Gas,False,False,False,INE208C01025,NIFTY MIDSMALLCAP 400
1089,NAM-INDIA,Nippon Life India Asset Management Limited,Asset Management Company,False,False,False,INE298J01013,NIFTY MIDSMALLCAP 400
1090,NETWEB,Netweb Technologies India Limited,Computers Hardware & Equipments,False,False,False,INE0NT901020,NIFTY MIDSMALLCAP 400
1091,SAPPHIRE,Sapphire Foods India Limited,Restaurants,False,False,False,INE806T01020,NIFTY MIDSMALLCAP 400
1092,TIINDIA,Tube Investments of India Limited,Auto Components & Equipments,False,False,False,INE974X01010,NIFTY MIDSMALLCAP 400
1093,TATACHEM,Tata Chemicals Limited,Commodity Chemicals,True,False,False,INE344201012,NIFTY MIDSMALLCAP 400
1094,TANLA,Tanla Platforms Limited,Software Products,False,False,False,INE483C01032,NIFTY MIDSMALLCAP 400
1095,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Auto Components & Equipments,False,False,False,INE342J01019,NIFTY MIDSMALLCAP 400
1096,LATENTVIEW,Latent View Analytics Limited,Computers - Software & Consulting,False,False,False,INE0I7C01011,NIFTY MIDSMALLCAP 400
1097,KPITTECH,KPIT Technologies Limited,Computers - Software & Consulting,False,False,False,INE04I401011,NIFTY MIDSMALLCAP 400
1098,INTELLECT,Intellect Design Arena Limited,Computers - Software & Consulting,False,False,False,INE306R01017,NIFTY MIDSMALLCAP 400
1099,EMAMILTD,Emami Limited,Personal Care,False,False,False,INE548C01032,NIFTY MIDSMALLCAP 400
1100,MRF,MRF Limited,Tyres & Rubber Products,True,False,False,INE883A01011,NIFTY MIDSMALLCAP 400
1101,JYOTHYLAB,Jyothy Labs Limited,Household Products,False,False,False,INE668F01031,NIFTY MIDSMALLCAP 400
1102,ASTRAL,Astral Limited,Plastic Products - Industrial,True,False,False,INE006I01046,NIFTY MIDSMALLCAP 400
1103,SCHAEFFLER,Schaeffler India Limited,Auto Components & Equipments,False,False,False,INE513A01022,NIFTY MIDSMALLCAP 400
1104,GILLETTE,Gillette India Limited,Personal Care,False,False,False,INE322A01010,NIFTY MIDSMALLCAP 400
1105,MGL,Mahanagar Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE002S01010,NIFTY MIDSMALLCAP 400
1106,ESCORTS,Escorts Kubota Limited,Tractors,True,False,False,INE042A07052,NIFTY MIDSMALLCAP 400
1107,ACE,Action Construction Equipment Limited,Construction Vehicles,False,False,False,INE731H01025,NIFTY MIDSMALLCAP 400
1108,METROBRAND,Metro Brands Limited,Footwear,False,False,False,INE317I01021,NIFTY MIDSMALLCAP 400
1109,SOBHA,Sobha Limited,Residential Commercial Projects,False,False,False,INE671H01015,NIFTY MIDSMALLCAP 400
1110,ZEEL,Zee Entertainment Enterprises Limited,TV Broadcasting & Software Production,False,False,False,INE256A04022,NIFTY MIDSMALLCAP 400
1111,COROMANDEL,Coromandel International Limited,Fertilizers,True,False,False,INE169A08010,NIFTY MIDSMALLCAP 400
1112,NUVOCO,Nuvoco Vistas Corporation Limited,Cement & Cement Products,False,False,False,INE118D01016,NIFTY MIDSMALLCAP 400
1113,CDSL,Central Depository Services (India) Limited,Depositories Clearing Houses and Other Intermediaries,False,False,False,INE736A01011,NIFTY MIDSMALLCAP 400
1114,SKFINDIA,SKF India Limited,Abrasives & Bearings,False,False,False,INE640A01023,NIFTY MIDSMALLCAP 400
1115,MINDACORP,Minda Corporation Limited,Auto Components & Equipments,False,False,False,INE842C01021,NIFTY MIDSMALLCAP 400
1116,HINDCOPPER,Hindustan Copper Limited,Copper,True,False,False,INE531E01026,NIFTY MIDSMALLCAP 400
1117,KARURVYSYA,Karur Vysya Bank Limited,Private Sector Bank,False,False,False,INE036D01028,NIFTY MIDSMALLCAP 400
1118,RHIM,RHI MAGNESITA INDIA LIMITED,Electrodes & Refractories,False,False,False,INE743M01012,NIFTY MIDSMALLCAP 400
1119,BANKINDIA,Bank of India,Public Sector Bank,False,False,False,INE084A01016,NIFTY MIDSMALLCAP 400
1120,ROUTE,ROUTE MOBILE LIMITED,Other Telecom Services,False,False,False,INE450U01017,NIFTY MIDSMALLCAP 400
1121,SUNDARMFIN,Sundaram Finance Limited,Non Banking Financial Company (NBFC),False,False,False,INE660A01013,NIFTY MIDSMALLCAP 400
1122,MSUMI,Motherson Sumi Wiring India Limited,Auto Components & Equipments,False,False,False,INE0FS801015,NIFTY MIDSMALLCAP 400
1123,SUNTV,Sun TV Network Limited,TV Broadcasting & Software Production,True,False,False,INE424H01027,NIFTY MIDSMALLCAP 400
1124,JKLAKSHMI,JK Lakshmi Cement Limited,Cement & Cement Products,False,False,False,INE786A01032,NIFTY MIDSMALLCAP 400
1125,PGHH,Procter & Gamble Hygiene and Health Care Limited,Personal Care,False,False,False,INE179A01014,NIFTY MIDSMALLCAP 400
1126,GRINFRA,G R Infraprojects Limited,Civil Construction,False,False,False,INE201P01022,NIFTY MIDSMALLCAP 400
1127,ASHOKLEY,Ashok Leyland Limited,Commercial Vehicles,True,False,False,INE208A01029,NIFTY MIDSMALLCAP 400
1128,REDINGTON,Redington Limited,Trading & Distributors,False,False,False,INE891D01026,NIFTY MIDSMALLCAP 400
1129,JUBLINGREA,Jubilant Ingrevia Limited,Specialty Chemicals,False,False,False,INE0BY001018,NIFTY MIDSMALLCAP 400
1130,SBICARD,SBI Cards and Payment Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE018E01016,NIFTY MIDSMALLCAP 400
1131,GPIL,Godawari Power And Ispat limited,Iron & Steel Products,False,False,False,INE177H01039,NIFTY MIDSMALLCAP 400
1132,CELLO,Cello World Limited,Houseware,False,False,False,INE0LMW01024,NIFTY MIDSMALLCAP 400
1133,MUTHOOTFIN,Muthoot Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE414G07233,NIFTY MIDSMALLCAP 400
1134,CAPLIPOINT,Caplin Point Laboratories Limited,Pharmaceuticals,False,False,False,INE475E01026,NIFTY MIDSMALLCAP 400
1135,RAMCOCEM,The Ramco Cements Limited,Cement & Cement Products,True,False,False,INE331A01037,NIFTY MIDSMALLCAP 400
1136,MFSL,Max Financial Services Limited,Life Insurance,True,False,False,INE180A01020,NIFTY MIDSMALLCAP 400
1137,CAMPUS,Campus Activewear Limited,Footwear,False,False,False,INE278Y01022,NIFTY MIDSMALLCAP 400
1138,AIAENG,AIA Engineering Limited,Castings & Forgings,False,False,False,INE212H01026,NIFTY MIDSMALLCAP 400
1139,MANAPPURAM,Manappuram Finance Limited,Non Banking Financial Company (NBFC),True,False,False,INE522D07693,NIFTY MIDSMALLCAP 400
1140,NSLNISP,NMDC Steel Limited,Iron & Steel,False,False,False,INE0NNS01018,NIFTY MIDSMALLCAP 400
1141,MAHSEAMLES,Maharashtra Seamless Limited,Iron & Steel Products,False,False,False,INE271B01025,NIFTY MIDSMALLCAP 400
1142,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries & Marketing,True,False,False,INE169701013,NIFTY MIDSMALLCAP 400
1143,SIGNATURE,Signatureglobal (India) Limited,Residential Commercial Projects,False,False,False,INE903U01023,NIFTY MIDSMALLCAP 400
1144,LTTS,L&T Technology Services Limited,IT Enabled Services,True,False,False,INE010V01017,NIFTY MIDSMALLCAP 400
1145,ELGIEQUIP,Elgi Equipments Limited,Compressors Pumps & Diesel Engines,False,False,False,IN9285A01033,NIFTY MIDSMALLCAP 400
1146,NYKAA,FSN E-Commerce Ventures Limited,E-Retail/ E-Commerce,False,False,False,INE388Y01029,NIFTY MIDSMALLCAP 400
1147,UNOMINDA,UNO Minda Limited,Auto Components & Equipments,False,False,False,INE405E01023,NIFTY MIDSMALLCAP 400
1148,GSPL,Gujarat State Petronet Limited,Gas Transmission/Marketing,False,False,False,INE246F01010,NIFTY MIDSMALLCAP 400
1149,FINEORG,Fine Organic Industries Limited,Specialty Chemicals,False,False,False,INE686Y01026,NIFTY MIDSMALLCAP 400
1150,UTIAMC,UTI Asset Management Company Limited,Asset Management Company,False,False,False,INE094J01016,NIFTY MIDSMALLCAP 400
1151,NH,Narayana Hrudayalaya Ltd.,Hospital,False,False,False,INE410P01011,NIFTY MIDSMALLCAP 400
1152,RATNAMANI,Ratnamani Metals & Tubes Limited,Iron & Steel Products,False,False,False,INE703B01027,NIFTY MIDSMALLCAP 400
1153,CARBORUNIV,Carborundum Universal Limited,Abrasives & Bearings,False,False,False,INE120A01034,NIFTY MIDSMALLCAP 400
1154,SONACOMS,Sona BLW Precision Forgings Limited,Auto Components & Equipments,False,False,False,INE073K01018,NIFTY MIDSMALLCAP 400
1155,SANOFI,Sanofi India Limited,Pharmaceuticals,False,False,False,INE058A01010,NIFTY MIDSMALLCAP 400
1156,CYIENT,Cyient Limited,IT Enabled Services,False,False,False,INE136B01020,NIFTY MIDSMALLCAP 400
1157,SYRMA,Syrma SGS Technology Limited,Industrial Products,False,False,False,INE0DYJ01015,NIFTY MIDSMALLCAP 400
1158,CCL,CCL Products (India) Limited,Tea & Coffee,False,False,False,INE421D01022,NIFTY MIDSMALLCAP 400
1159,NBCC,NBCC (India) Limited,Civil Construction,False,False,False,INE095N01031,NIFTY MIDSMALLCAP 400
1160,JMFINANCIL,JM Financial Limited,Holding Company,False,False,False,INE780C01023,NIFTY MIDSMALLCAP 400
1161,HAPPSTMNDS,Happiest Minds Technologies Limited,Computers - Software & Consulting,False,False,False,INE419U01012,NIFTY MIDSMALLCAP 400
1162,JUBLFOOD,Jubilant Foodworks Limited,Restaurants,True,False,False,INE797F01020,NIFTY MIDSMALLCAP 400
1163,TIMKEN,Timken India Limited,Abrasives & Bearings,False,False,False,INE325A01013,NIFTY MIDSMALLCAP 400
1164,UPL,UPL Limited,Pesticides & Agrochemicals,True,False,False,INE628A01036,NIFTY MIDSMALLCAP 400
1165,PCBL,PCBL LIMITED,Carbon Black,False,False,False,INE602A01031,NIFTY MIDSMALLCAP 400
1166,EIHOTEL,EIH Limited,Hotels & Resorts,False,False,False,INE230A01023,NIFTY MIDSMALLCAP 400
1167,IDFC,IDFC Limited,Holding Company,True,False,False,INE043D07260,NIFTY MIDSMALLCAP 400
1168,ABCAPITAL,Aditya Birla Capital Limited,Investment Company,True,False,False,INE674K01013,NIFTY MIDSMALLCAP 400
1169,NEWGEN,Newgen Software Technologies Limited,Computers - Software & Consulting,False,False,False,INE619B01017,NIFTY MIDSMALLCAP 400
1170,PFIZER,Pfizer Limited,Pharmaceuticals,False,False,False,INE182A01018,NIFTY MIDSMALLCAP 400
1171,AUBANK,AU Small Finance Bank Limited,Other Bank,True,False,False,INE949L01017,NIFTY MIDSMALLCAP 400
1172,INDIACEM,The India Cements Limited,Cement & Cement Products,False,False,False,INE383A01012,NIFTY MIDSMALLCAP 400
1173,M&MFIN,Mahindra & Mahindra Financial Services Limited,Non Banking Financial Company (NBFC),True,False,False,INE774D08MG3,NIFTY MIDSMALLCAP 400
1174,RADICO,Radico Khaitan Limited,Breweries & Distilleries,False,False,False,INE944F01028,NIFTY MIDSMALLCAP 400
1175,RRKABEL,R R Kabel Limited,Cables - Electricals,False,False,False,INE777K01022,NIFTY MIDSMALLCAP 400
1176,STARHEALTH,Star Health and Allied Insurance Company Limited,General Insurance,False,False,False,INE575P01011,NIFTY MIDSMALLCAP 400
1177,SHYAMMETL,Shyam Metalics and Energy Limited,Iron & Steel Products,False,False,False,INE810G01011,NIFTY MIDSMALLCAP 400
1178,FINPIPE,Finolex Industries Limited,Plastic Products - Industrial,False,False,False,INE183A01024,NIFTY MIDSMALLCAP 400
1179,GLAND,Gland Pharma Limited,Pharmaceuticals,False,False,False,INE068V01023,NIFTY MIDSMALLCAP 400
1180,BLUEDART,Blue Dart Express Limited,Logistics Solution Provider,False,False,False,INE233B08103,NIFTY MIDSMALLCAP 400
1181,NATIONALUM,National Aluminium Company Limited,Aluminium,True,False,False,INE139A01034,NIFTY MIDSMALLCAP 400
1182,POONAWALLA,Poonawalla Fincorp Limited,Non Banking Financial Company (NBFC),False,False,False,INE511C01022,NIFTY MIDSMALLCAP 400
1183,SAIL,Steel Authority of India Limited,Iron & Steel,True,False,False,INE114A01011,NIFTY MIDSMALLCAP 400
1184,PHOENIXLTD,The Phoenix Mills Limited,Residential Commercial Projects,False,False,False,INE211B01039,NIFTY MIDSMALLCAP 400
1185,JSL,Jindal Stainless Limited,Iron & Steel,False,False,False,INE220G01021,NIFTY MIDSMALLCAP 400
1186,IGL,Indraprastha Gas Limited,LPG/CNG/PNG/LNG Supplier,True,False,False,INE203G01027,NIFTY MIDSMALLCAP 400
1187,ASTRAZEN,AstraZeneca Pharma India Limited,Pharmaceuticals,False,False,False,INE203A01020,NIFTY MIDSMALLCAP 400
1188,GRINDWELL,Grindwell Norton Limited,Abrasives & Bearings,False,False,False,INE536A01023,NIFTY MIDSMALLCAP 400
1189,KAJARIACER,Kajaria Ceramics Limited,Ceramics,False,False,False,INE217B01036,NIFTY MIDSMALLCAP 400
1190,APLAPOLLO,APL Apollo Tubes Limited,Iron & Steel Products,False,False,False,INE702C01027,NIFTY MIDSMALLCAP 400
1191,GODIGIT,Go Digit General Insurance Limited,General Insurance,False,False,False,INE03JT01014,NIFTY MIDSMALLCAP 400
1192,BLUESTARCO,Blue Star Limited,Household Appliances,False,False,False,INE472A01039,NIFTY MIDSMALLCAP 400
1193,SONATSOFTW,Sonata Software Limited,Computers - Software & Consulting,False,False,False,INE269A01021,NIFTY MIDSMALLCAP 400
1194,POLICYBZR,PB Fintech Limited,Financial Technology (Fintech),False,False,False,INE417T01026,NIFTY MIDSMALLCAP 400
1195,CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Investment Company,False,False,False,INE149A01033,NIFTY MIDSMALLCAP 400
1196,BRIGADE,Brigade Enterprises Limited,Residential Commercial Projects,False,False,False,INE791I01019,NIFTY MIDSMALLCAP 400
1197,PTCIL,PTC Industries Limited,Other Industrial Products,False,False,False,INE596F01018,NIFTY MIDSMALLCAP 400
1198,VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare Service Provider,False,False,False,INE043W01024,NIFTY MIDSMALLCAP 400
1199,NMDC,NMDC Limited,Industrial Minerals,True,False,False,INE584A01023,NIFTY MIDSMALLCAP 400
1200,VBL,Varun Beverages Limited,Other Beverages,False,False,False,INE200M01039,NIFTY 100
1201,TRENT,Trent Limited,Speciality Retail,True,False,False,INE849A03018,NIFTY 100
1202,ADANIENSOL,Adani Energy Solutions Limited,Power Distribution,False,False,False,INE931S01010,NIFTY 100
1203,JSWENERGY,JSW Energy Limited,Power Generation,False,False,False,INE121E01018,NIFTY 100
1204,PFC,Power Finance Corporation Limited,Financial Institution,True,False,False,INE134E07422,NIFTY 100
1205,IRFC,Indian Railway Finance Corporation Limited,Financial Institution,False,False,False,INE053F07678,NIFTY 100
1206,BEL,Bharat Electronics Limited,Aerospace & Defense,True,False,False,INE263A01024,NIFTY 100
1207,SIEMENS,Siemens Limited,Heavy Electrical Equipment,True,False,False,INE003A01024,NIFTY 100
1208,ZOMATO,Zomato Limited,E-Retail/ E-Commerce,False,False,False,INE758T01015,NIFTY 100
1209,RECLTD,REC Limited,Financial Institution,True,False,False,INE020B07IF7,NIFTY 100
1210,HAL,Hindustan Aeronautics Limited,Aerospace & Defense,True,False,False,INE066F01020,NIFTY 100
1211,ADANIENT,Adani Enterprises Limited,Trading - Minerals,True,False,False,INE423A01024,NIFTY 100
1212,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Port & Port services,True,False,False,INE742F01042,NIFTY 100
1213,ABB,ABB India Limited,Heavy Electrical Equipment,True,False,False,INE117A01022,NIFTY 100
1214,TVSMOTOR,TVS Motor Company Limited,2/3 Wheelers,True,False,False,INE494B01023,NIFTY 100
1215,NAUKRI,Info Edge (India) Limited,Internet & Catalogue Retail,True,False,False,INE663F01024,NIFTY 100
1216,BHEL,Bharat Heavy Electricals Limited,Heavy Electrical Equipment,True,False,False,INE257A01026,NIFTY 100
